offset,text_target
scena/mp0010_01.dat:0x15e49,"Sei que são tempos duros, mas..."
scena/mp0010_01.dat:0x15e83,muito aflito com o menino.
scena/mp0010_01.dat:0x15e9f,Depois de tudo... ...
scena/mp0010_01.dat:0x15ec9,Meu filho Ashton passou aqui.
scena/mp0010_01.dat:0x15efa,e voltou direto pra patrulha dele.
scena/mp0010_01.dat:0x15f1d,"Veio ver o Luke, depois"
scena/mp0010_01.dat:0x15f4b,Não tem ninguém pra cobrir as voltas dele?
scena/mp0010_01.dat:0x15f8a,"Ah, é vocês, Bracers. ..."
scena/mp0010_01.dat:0x15fb5,Nosso Luke acordou!
scena/mp0010_01.dat:0x15fde,saindo para vagar por aí.
scena/mp0010_01.dat:0x16000,Ele está bem como uma luva. Ele já ..
scena/mp0010_01.dat:0x16037,nem liga pra nossa aflição!
scena/mp0010_01.dat:0x16056,"Oh, esse menino! Ele não ..."
scena/mp0010_01.dat:0x16086,"Vou dar uma bronca nele, só hoje"
scena/mp0010_01.dat:0x160a8,"Ah, bom. Acho que posso dispor"
scena/mp0010_01.dat:0x160d7,ele acordou e está bem.
scena/mp0010_01.dat:0x160f2,O que importa é que ...
scena/mp0010_01.dat:0x1611a,Luke finalmente acordou.
scena/mp0010_01.dat:0x16143,voltou ao treino com espada
scena/mp0010_01.dat:0x1615f,E ele já foi direto ...
scena/mp0010_01.dat:0x1618d,entra por um ouvido e sai pelo outro.
scena/mp0010_01.dat:0x161b9,"Francamente, essa criança! Toda"
scena/mp0010_01.dat:0x161ee,ele está feliz e bem.
scena/mp0010_01.dat:0x16206,Mas o que importa é que
scena/mp0010_01.dat:0x16235,"Ah, vocês de novo, bracers"
scena/mp0010_01.dat:0x16260,Luke enfim acordou!
scena/mp0010_01.dat:0x16289,saindo para vagar por aí.
scena/mp0010_01.dat:0x162ab,"Tá forte como um leão, também. Já"
scena/mp0010_01.dat:0x162e2,nele uns momentos atrás.
scena/mp0010_01.dat:0x16300,"É, a gente já checou"
scena/mp0010_01.dat:0x1632e,Ele parece estar de volta ao normal!
scena/mp0010_01.dat:0x16370,para se entregar e se machucar.
scena/mp0010_01.dat:0x16391,"Bem, agora o problema é que ele deve"
scena/mp0010_01.dat:0x163ca,reconfortante de um jeito
scena/mp0010_01.dat:0x163e4,"Haha! Acho que é sim, né"
scena/mp0010_01.dat:0x16415,que ele evite encrenca depois.
scena/mp0010_01.dat:0x16438,Vamos checar para garantir
scena/mp0010_01.dat:0x16469,"Hmm, apreciaria."
scena/mp0010_01.dat:0x1648f,"Ele é bem apaixonado por você, afinal."
scena/mp0010_01.dat:0x164c7,queria conversar com uma velha.
scena/mp0010_01.dat:0x164ea,"Mas, acho que vocês não vieram só pra"
scena/mp0010_01.dat:0x16523,"Ahahá, como adivinhou?"
scena/mp0010_01.dat:0x1654e,"queria perguntar, Maggy."
scena/mp0010_01.dat:0x16568,Oh? E o que seria isso?
scena/mp0010_01.dat:0x16595,Oh? O que seria isso?
scena/mp0010_01.dat:0x165bc,uma receita de caldo que o Sr. Lao tinha falado
scena/mp0010_01.dat:0x165ec,<C1>Explicaram como estavam procurando por
scena/mp0010_01.dat:0x1661b,"Um ensopado picante, é...?"
scena/mp0010_01.dat:0x16646,mas eu já comi antes.
scena/mp0010_01.dat:0x16664,"Hmm, já comi isso antes,"
scena/mp0010_01.dat:0x1668d,"Ah, que pena."
scena/mp0010_01.dat:0x166b9,Eu tava sempre ocupada ajudando meus pais
scena/mp0010_01.dat:0x166f2,"Que pena, que pena!"
scena/mp0010_01.dat:0x1671a,"não seria uma má ideia, sabia?"
scena/mp0010_01.dat:0x16757,"Tá, é o que temos!"
scena/mp0010_01.dat:0x16784,"Hmm... Sim, talvez!"
scena/mp0010_01.dat:0x167a1,ver com mais algumas pessoas.
scena/mp0010_01.dat:0x167d5,Hmm... É verdade.
scena/mp0010_01.dat:0x167fc,com mais gente junto.
scena/mp0010_01.dat:0x16813,...Pode ser bom verificar.
scena/mp0010_01.dat:0x16846,"Ah, isso seria bem sábio."
scena/mp0010_01.dat:0x16876,mais sobre esse caldo.
scena/mp0010_01.dat:0x16890,"Desculpe, não pude contar"
scena/mp0010_01.dat:0x168be,Terá que seguir perguntando.
scena/mp0010_01.dat:0x168fb,Pensei que estava quebrado.
scena/mp0010_01.dat:0x16918,A lareira não acendeu esta manhã.
scena/mp0010_01.dat:0x1694e,como se toda casa tivesse.
scena/mp0010_01.dat:0x16977,"Então passei na casa do Melders,"
scena/mp0010_01.dat:0x169c0,que ofendemos a Deusa.
scena/mp0010_01.dat:0x169ec,não nos acostumarmos com seus favores.
scena/mp0010_01.dat:0x16a14,Isso é um lembrete: não devemos
scena/mp0010_01.dat:0x16a4e,os Orbments são punição divina.
scena/mp0010_01.dat:0x16a76,os problemas que temos com
scena/mp0010_01.dat:0x16aa9,não nos acostumarmos com seus favores.
scena/mp0010_01.dat:0x16ad1,Isso é um lembrete: não devemos
scena/mp0010_01.dat:0x16b0b,Cadê o Luke? Tá atrasado!
scena/mp0010_01.dat:0x16b3e,dias! Suponho que isso é inocência.
scena/mp0010_01.dat:0x16b68,"Brincando por aí, com tudo que rola nesses"
scena/mp0010_01.dat:0x16ba6,ele passa o tempo lendo com seu pai.
scena/mp0010_01.dat:0x16bcd,"Hábito, Pat tem passado bastante tempo"
scena/mp0010_01.dat:0x16c06,tenho certeza que é bom pra ele.
scena/mp0010_01.dat:0x16c33,"Dizem que livros alimentam a alma,"
scena/mp0010_01.dat:0x16c6d,pegando hábitos esquisitos dele.
scena/mp0010_01.dat:0x16c98,"...dito isso, espero que não acabe"
scena/mp0010_01.dat:0x16cce,tempo que Pat passa com Luke...
scena/mp0010_01.dat:0x16cee,Embora eu me preocupe com o
scena/mp0010_01.dat:0x16d1c,seguindo os passos de seu pai.
scena/mp0010_01.dat:0x16d41,Ficaria igualmente preocupada se
scena/mp0010_01.dat:0x16d77,...modelos de confiança pra copiar
scena/mp0010_01.dat:0x16d9b,Seria bom se ele tivesse alguns mais.
scena/mp0010_01.dat:0x16dd0,derrubou mais uma pilha de livros.
scena/mp0010_01.dat:0x16df5,outra pilha de livros.
scena/mp0010_01.dat:0x16e29,tá ficando sério mesmo...
scena/mp0010_01.dat:0x16e49,Todas as compras dele tão
scena/mp0010_01.dat:0x16e79,do que jogar tudo fora.
scena/mp0010_01.dat:0x16e99,Bem. Melhor dar-lhes novos lares.
scena/mp0010_01.dat:0x16ecc,"Ó, isso é pra você."
scena/mp0010_01.dat:0x16ee3,"Então, com isso..."
scena/mp0010_01.dat:0x16f08,Obtido
scena/mp0010_01.dat:0x16f12,derrubou mais uma pilha de livros.
scena/mp0010_01.dat:0x16f37,"Pois é, meu marido agora"
scena/mp0010_01.dat:0x16f76,que nem bobo com um papel velho que ele
scena/mp0010_01.dat:0x16fa4,"Pra piorar, ele fica sorrindo igual um"
scena/mp0010_01.dat:0x16fe5,"o que está acontecendo na sua cabeça, juro"
scena/mp0010_01.dat:0x17012,...A umidade aqui deve estar fazendo
scena/mp0010_01.dat:0x1704e,"Ah, Pat? Ele está na casa do vizinho."
scena/mp0010_01.dat:0x1708d,"Tentei, mas ele não sai do lado."
scena/mp0010_01.dat:0x170cd,hospitalidade da Maggy por enquanto.
scena/mp0010_01.dat:0x170f5,Acho que vou ter que me aproveitar da
scena/mp0010_01.dat:0x1712b,"Apenas por hoje, deixarei ele ficar lá um pouco mais."
scena/mp0010_01.dat:0x17173,"o tempo todo, se pudesse, mas..."
scena/mp0010_01.dat:0x17196,Ele ficaria colado a Luke dia e noite.
scena/mp0010_01.dat:0x171cd,hospitalidade da Maggy por enquanto.
scena/mp0010_01.dat:0x171f5,Acho que vou ter que me aproveitar da
scena/mp0010_01.dat:0x1722b,ele foi logo ver como tá Luke.
scena/mp0010_01.dat:0x1724c,"Assim que Pat acordou,"
scena/mp0010_01.dat:0x17273,mas eu desejo que ele come algo primeiro
scena/mp0010_01.dat:0x1729c,"Entendo bem a preocupação dele,"
scena/mp0010_01.dat:0x172d0,acabar passando mal.
scena/mp0010_01.dat:0x172ec,"Senão, temo que ele vá só"
scena/mp0010_01.dat:0x1731c,acabar como o Luke...
scena/mp0010_01.dat:0x17335,Só espero que Pat não
scena/mp0010_01.dat:0x17365,ele foi logo ver como tá Luke.
scena/mp0010_01.dat:0x17386,"Assim que Pat acordou,"
scena/mp0010_01.dat:0x173ad,nada disso.
scena/mp0010_01.dat:0x173c1,Nenhuma criança merece passar
scena/mp0010_01.dat:0x173f0,Trouxe ele pra casa.
scena/mp0010_01.dat:0x17408,"Enquanto sinto pena do Pat,"
scena/mp0010_01.dat:0x17434,o que está causando isso.
scena/mp0010_01.dat:0x17450,"Afinal, ainda não sabemos"
scena/mp0010_01.dat:0x1747e,Pat também corre risco.
scena/mp0010_01.dat:0x1749a,"Se for algum tipo de doença,"
scena/mp0010_01.dat:0x174c7,os pais têm que proteger seus filhos.
scena/mp0010_01.dat:0x174ef,"Enquanto tenho certeza que Maggy gosta,"
scena/mp0010_01.dat:0x1752c,para saber que Luke acordou.
scena/mp0010_01.dat:0x1754c,Não dá pra dizer com é legal
scena/mp0010_01.dat:0x1757f,convencer meu marido a sair um pouco.
scena/mp0010_01.dat:0x175aa,"Agora que a névoa clareou, talvez eu possa"
scena/mp0010_01.dat:0x175e7,Certamente não diria não para isso
scena/mp0010_01.dat:0x1760c,"Hehe, ainda podíamos fazer um encontro!"
scena/mp0010_01.dat:0x17646,sair com meu marido por aí.
scena/mp0010_01.dat:0x1766a,Talvez eu siga o exemplo do Pat e
scena/mp0010_01.dat:0x176a1,Certamente não diria não a isso.
scena/mp0010_01.dat:0x176c6,"Hehe, ainda podíamos fazer um encontro!"
scena/mp0010_01.dat:0x17700,foi algo angustiante.
scena/mp0010_01.dat:0x17718,O golpe do Coronel Ricardo
scena/mp0010_01.dat:0x17748,momentos assim que corremos risco de invasão.
scena/mp0010_01.dat:0x1777a,Sem falar que historicamente é em
scena/mp0010_01.dat:0x177bb,que Erebonia pode vir a fazer...
scena/mp0010_01.dat:0x177e4,"Meu coração disparava, pensando no tipo"
scena/mp0010_01.dat:0x17823,momentos assim que corremos risco de invasão.
scena/mp0010_01.dat:0x17855,Sem falar que historicamente é em
scena/mp0010_01.dat:0x17896,que Erebonia pode vir a fazer...
scena/mp0010_01.dat:0x178bf,"Meu coração disparava, pensando no tipo"
scena/mp0010_01.dat:0x178fe,A neblina hoje é coisa rara mesmo!
scena/mp0010_01.dat:0x17938,Estou reorganizando-os tão rápido quanto posso..
scena/mp0010_01.dat:0x1796b,Tanta umidade poderia destruir meus livros.
scena/mp0010_01.dat:0x179ac,pequenas lembranças do passado.
scena/mp0010_01.dat:0x179cd,Mas fico vendo essas
scena/mp0010_01.dat:0x179fb,Tropa de teatro. Tem mais de dez anos.
scena/mp0010_01.dat:0x17a24,"Para ilustrar, este ingresso para um..."
scena/mp0010_01.dat:0x17a62,eu o havia escondido em um livro.
scena/mp0010_01.dat:0x17a92,"Um lembrança do 1º encontro, Serra"
scena/mp0010_01.dat:0x17acb,Ela era...
scena/mp0010_01.dat:0x17ae3,"Ah, lembro... Ela era"
scena/mp0010_01.dat:0x17b0a,"que ela não é mais, é claro"
scena/mp0010_01.dat:0x17b29,"Er, bem... Não que eu"
scena/mp0010_01.dat:0x17b56,"shows de turnê, no passado."
scena/mp0010_01.dat:0x17b79,Essa área costumava ter bastante
scena/mp0010_01.dat:0x17bac,Não me importaria de ver de novo
scena/mp0010_01.dat:0x17bce,"Faz tempo que não vamos, mas"
scena/mp0010_01.dat:0x17c00,caiu num sono profundo.
scena/mp0010_01.dat:0x17c1a,Ouvi dizer que o Luke despencou..
scena/mp0010_01.dat:0x17c4b,o que é tão preocupante quanto se imagina.
scena/mp0010_01.dat:0x17c7e,Nem mesmo os sais de cheiro o despertaram.
scena/mp0010_01.dat:0x17cba,"Afinal, ele é o melhor amigo do Pat."
scena/mp0010_01.dat:0x17cef,piora...
scena/mp0010_01.dat:0x17d0d,espero que nada disso...
scena/mp0010_01.dat:0x17d37,caiu num sono profundo.
scena/mp0010_01.dat:0x17d51,Ouvi dizer que o Luke despencou..
scena/mp0010_01.dat:0x17d82,se preocupe. Ele foi ao lado check nele.
scena/mp0010_01.dat:0x17db1,"O que, é claro, causa angústia ao Pat."
scena/mp0010_01.dat:0x17df0,E se a situação piorar...
scena/mp0010_01.dat:0x17e0e,Espero que nada disso
scena/mp0010_01.dat:0x17e38,Eles assinam o pacto de não-agressão hoje...
scena/mp0010_01.dat:0x17e78,a cidade ainda é assolada pela neblina.
scena/mp0010_01.dat:0x17ea7,"Devia ser um momento importante, mas"
scena/mp0010_01.dat:0x17ee4,Ninguém está particularmente animado.
scena/mp0010_01.dat:0x17f11,Sem contar o pobre Luke e os outros.
scena/mp0010_01.dat:0x17f49,Eles assinam o pacto de não-agressão hoje...
scena/mp0010_01.dat:0x17f89,mas ninguém está muito no clima de festa.
scena/mp0010_01.dat:0x17fba,Isso devia ser um momento importante
scena/mp0010_01.dat:0x17fee,de guarda estão perplexos com este tempo.
scena/mp0010_01.dat:0x1801b,Os soldados que foram designados aqui
scena/mp0010_01.dat:0x18054,Contos medievais de Mistwald.
scena/mp0010_01.dat:0x18078,Névoa tão densa... É bem parecida
scena/mp0010_01.dat:0x180b0,acabaram esquecendo sua missão.
scena/mp0010_01.dat:0x180d3,"Cavaleiros bravos se perderam na névoa,"
scena/mp0010_01.dat:0x1810b,lembrei daquela velha fábula.
scena/mp0010_01.dat:0x1812a,Olhando para Rolent agora...
scena/mp0010_01.dat:0x18158,a neblina e perderam memória da missão...
scena/mp0010_01.dat:0x18186,"Certa vez, bravos cavaleiros entraram na"
scena/mp0010_01.dat:0x181c3,lembrei daquela velha fábula.
scena/mp0010_01.dat:0x181e2,Olhando para Rolent agora...
scena/mp0010_01.dat:0x18210,só a Deusa sabe para onde.
scena/mp0010_01.dat:0x1822d,Pat e Luke saíram correndo
scena/mp0010_01.dat:0x18259,que ele se levantou de novo.
scena/mp0010_01.dat:0x18277,"Ah, bem. O importante é..."
scena/mp0010_01.dat:0x182a4,quando a névoa sumiu.
scena/mp0010_01.dat:0x182bf,"Fascinante, não? Ele acordou"
scena/mp0010_01.dat:0x182f0,com nada além de fatos estranhos.
scena/mp0010_01.dat:0x18316,...Esses últimos dias foram cheios
scena/mp0010_01.dat:0x1834d,só a Deusa sabe para onde.
scena/mp0010_01.dat:0x1836a,Pat e Luke saíram correndo
scena/mp0010_01.dat:0x18396,que ele se levantou de novo.
scena/mp0010_01.dat:0x183b4,"Ah, bem. O importante é..."
scena/mp0010_01.dat:0x183e1,Parece que encontrou a receita.
scena/mp0010_01.dat:0x18416,volta de um prato tradicional!
scena/mp0010_01.dat:0x18435,"Devo dizer, estou ansiosa para..."
scena/mp0010_01.dat:0x18469,virou tradição no Abend
scena/mp0010_01.dat:0x18483,Seria bom poder vê-lo
scena/mp0010_01.dat:0x184ad,"Bem, um desses armários."
scena/mp0010_01.dat:0x184cb,O livro está em...
scena/mp0010_01.dat:0x184f3,vocês mesmos procurarem.
scena/mp0010_01.dat:0x18511,"Desculpe, mas você terá que"
scena/mp0010_01.dat:0x1853e,os orbments pararam.
scena/mp0010_01.dat:0x1855c,"Meu Deus, foi um choque quando"
scena/mp0010_01.dat:0x1858c,"Livros, quando... puff! As luzes apagaram"
scena/mp0010_01.dat:0x185b6,Estava no meio da leitura de um dos meus livros
scena/mp0010_01.dat:0x185f7,mas Melders não parece saber a causa.
scena/mp0010_01.dat:0x18623,Achei que era um problema mecânico.
scena/mp0010_01.dat:0x18657,parece mais um mau presságio...
scena/mp0010_01.dat:0x18680,A ilha que apareceu no céu...
scena/mp0010_01.dat:0x186b4,os orbments pararam de vez.
scena/mp0010_01.dat:0x186d3,Ninguém sabe ao certo por que a
scena/mp0010_01.dat:0x18703,Isso não parece nada bom.
scena/mp0010_01.dat:0x1872f,o casamento agora mesmo.
scena/mp0010_01.dat:0x1874b,Minha esposa e filho estão
scena/mp0010_01.dat:0x18777,Que hora ruim pra ter um casamento...
scena/mp0010_01.dat:0x187b3,felicidade nas vidas deles juntos.
scena/mp0010_01.dat:0x187da,"Mas espero que isso vire, no futuro,"
scena/mp0010_01.dat:0x18812,"Bem, se não é Estelle!"
scena/mp0010_01.dat:0x1883c,Quando você voltou para Rolent?
scena/mp0010_01.dat:0x1886c,Praticamente agora.
scena/mp0010_01.dat:0x18894,que você está aqui
scena/mp0010_01.dat:0x188a9,Luke vai ficar feliz em ouvir
scena/mp0010_01.dat:0x188d6,o treino dele com a espada
scena/mp0010_01.dat:0x188f1,Ele realmente se dedicou a isso
scena/mp0010_01.dat:0x18920,mas não consigo uma resposta clara dele.
scena/mp0010_01.dat:0x1894e,"Perguntei sobre a mudança repentina,"
scena/mp0010_01.dat:0x18987,e não sei como me aproximar do meu filho.
scena/mp0010_01.dat:0x189b4,"Fico longe de casa na maioria do tempo,"
scena/mp0010_01.dat:0x189eb,"Haha... Sério, que vergonha..."
scena/mp0010_01.dat:0x18a1f,algumas reformas sérias.
scena/mp0010_01.dat:0x18a3b,O Exército Real devia estar passando por
scena/mp0010_01.dat:0x18a75,Acho que teremos muito trabalho em breve.
scena/mp0010_01.dat:0x18b0a,"Bem, vou indo..."
scena/mp0010_01.dat:0x18b38,É Cassius' filha que vejo aí?
scena/mp0010_01.dat:0x18b78,"É. É bom te ver, Pat, Maggy."
scena/mp0010_01.dat:0x18bb9,"Olá, Estelle."
scena/mp0010_01.dat:0x18bd9,"Bem, eu..."
scena/mp0010_01.dat:0x18c07,Vejo que é a filha do Cassius?
scena/mp0010_01.dat:0x18c47,"É bom te ver, Pat."
scena/mp0010_01.dat:0x18c73,<P2>Tenho certeza que não foi fácil com Luke...
scena/mp0010_01.dat:0x18cc9,*Snif* Estelle...
scena/mp0010_01.dat:0x18d5b,Quem foi que te deu essa energia?
scena/mp0010_01.dat:0x18dbe,Luke inconsciente.
scena/mp0010_01.dat:0x18ded,Foi ele quem encontrou.
scena/mp0010_01.dat:0x18e09,"Afinal, foi ele quem o encontrou"
scena/mp0010_01.dat:0x18e47,"Ah, entendi."
scena/mp0010_01.dat:0x18e68,"Deve ter sido bem difícil, não?"
scena/mp0010_01.dat:0x18ea3,*Snif* *Snif*
scena/mp0010_01.dat:0x18ee5,"Como está seu neto agora, senhora?"
scena/mp0010_01.dat:0x18f39,"Está bem por enquanto, dormindo tranquilamente."
scena/mp0010_01.dat:0x18f88,"Amanhã de manhã, ele estará de volta."
scena/mp0010_01.dat:0x18fb5,Não é nada de mais. Tenho certeza que
scena/mp0010_01.dat:0x18fff,embora sem energia.
scena/mp0010_01.dat:0x19016,Esse moleque é...
scena/mp0010_01.dat:0x19049,não acordando. Isso... Isso é impossível
scena/mp0010_01.dat:0x19075,Não imagino um menino como ele
scena/mp0010_01.dat:0x190b0,Dedos cruzados...
scena/mp0010_01.dat:0x19128,"Oi, Pat?"
scena/mp0010_01.dat:0x19143,quando achou o Luke? Vai?
scena/mp0010_01.dat:0x19160,Pode nos contar um pouco sobre
scena/mp0010_01.dat:0x191e4,É por isso que estamos aqui.
scena/mp0010_01.dat:0x1920c,O prefeito nos pediu para investigar.
scena/mp0010_01.dat:0x1924e,Para descobrir como tornar tudo melhor.
scena/mp0010_01.dat:0x1927e,"Se contar o que viu, isso nos ajudará"
scena/mp0010_01.dat:0x192c1,Você... pode fazer isso?
scena/mp0010_01.dat:0x19311,Tá... Vou tentar falar...
scena/mp0010_01.dat:0x19394,"Valeu, Pat."
scena/mp0010_01.dat:0x193bc,Onde você o encontrou?
scena/mp0010_01.dat:0x193dd,Certo. Lembra quando Luke
scena/mp0010_01.dat:0x19417,Sim.
scena/mp0010_01.dat:0x19431,Achei ele no topo da torre do relógio
scena/mp0010_01.dat:0x19478,Acho que foi... depois das cinco.
scena/mp0010_01.dat:0x194b7,A gente brincava de esconde na névoa.
scena/mp0010_01.dat:0x194f1,achar onde o Luke estava.
scena/mp0010_01.dat:0x1950d,Era minha vez de procurar.
scena/mp0010_01.dat:0x1953d,"Mas quando achei, ele dormia!"
scena/mp0010_01.dat:0x19578,só ficou dormindo e dormindo...
scena/mp0010_01.dat:0x1959b,"Tentei acordá-lo, mas ele"
scena/mp0010_01.dat:0x195d8,Então foi o que passou...
scena/mp0010_01.dat:0x19607,"Pensando bem, quem trouxe Luke de volta aqui?"
scena/mp0010_01.dat:0x1965b,"Ah, era o antigo guarda da torre, o Sr. Pandu."
scena/mp0010_01.dat:0x1969d,quando ele de repente subiu.
scena/mp0010_01.dat:0x196ba,Comecei a ficar assustada
scena/mp0010_01.dat:0x196e6,pra ver se a névoa não afetou.
scena/mp0010_01.dat:0x1970d,Ele disse que veio checar o relógio
scena/mp0010_01.dat:0x19742,"Haha, parece bem com Pandu mesmo."
scena/mp0010_01.dat:0x19778,Valeu por contar tudo pra gente!
scena/mp0010_01.dat:0x197b4,"Antes de ir, Pat..."
scena/mp0010_01.dat:0x197e5,e vocês dois estavam brincando
scena/mp0010_01.dat:0x19805,Lembra de algo estranho acontecendo
scena/mp0010_01.dat:0x1983d,algo estranho? Como...?
scena/mp0010_01.dat:0x19869,ou ouvindo algo que soasse estranho?
scena/mp0010_01.dat:0x19890,Tipo...você viu alguém estranho
scena/mp0010_01.dat:0x198c5,Pode ser qualquer coisa. Sério.
scena/mp0010_01.dat:0x1990f,além da névoa estar tão branca.
scena/mp0010_01.dat:0x19932,"Não lembro bem de mais nada, acho..."
scena/mp0010_01.dat:0x19969,porque ninguém mais tava lá.
scena/mp0010_01.dat:0x19989,O porto parecia meio assustador
scena/mp0010_01.dat:0x199bb,Sei...
scena/mp0010_01.dat:0x199d7,"Parece que nada mais suspeito rolou, então."
scena/mp0010_01.dat:0x19a19,"Sim, é isso mesmo.."
scena/mp0010_01.dat:0x19a5a,Você foi de grande ajuda.
scena/mp0010_01.dat:0x19a79,Obrigado por conversar com a gente
scena/mp0010_01.dat:0x19aab,"Nós? Bem, fico feliz em ouvir isso"
scena/mp0010_01.dat:0x19ae3,Estelle...? O Luke vai ficar bem...?
scena/mp0010_01.dat:0x19b18,"<P2>Sim. É claro que é, bobinho"
scena/mp0010_01.dat:0x19b4f,"<P2>Anima aí. Chega de choro, tá?"
scena/mp0010_01.dat:0x19b99,quando ele acordar.
scena/mp0010_01.dat:0x19bb6,Ou o Luke vai fazer
scena/mp0010_01.dat:0x19bdf,É verdade...
scena/mp0010_01.dat:0x19c0a,"Obrigada, Estelle. Parei de chorar!"
scena/mp0010_01.dat:0x19c49,"<P2>Ei, algo está errado?"
scena/mp0010_01.dat:0x19c7a,"Bem, é nada realmente, só..."
scena/mp0010_01.dat:0x19cb9,"você não, Rhett"
scena/mp0010_01.dat:0x19ccb,"...Você tem mesmo muitos livros,"
scena/mp0010_01.dat:0x19d07,"Hehe, essa coleção é meu orgulho e alegria."
scena/mp0010_01.dat:0x19d57,"livros antigos, isto é o meu paraíso."
scena/mp0010_01.dat:0x19d80,Para alguém como eu que adora colecionar
scena/mp0010_01.dat:0x19dc7,"Fã de livros antigos, huh..."
scena/mp0010_01.dat:0x19dfd,"Bem, não custa perguntar, né?"
scena/mp0010_01.dat:0x19e2c,"Hmm, vale a pena verificar."
scena/mp0010_01.dat:0x19e78,O que você está falando?
scena/mp0010_01.dat:0x19ec9,Livro de Receitas da Bloom como pedido.
scena/mp0010_01.dat:0x19ef9,<C1>Explicaram como estavam procurando por
scena/mp0010_01.dat:0x19f28,Então é isso...
scena/mp0010_01.dat:0x19f4f,"aquele livro de receitas, será?"
