offset,text_target
0xc94c8,Aconteceu alguma coisa?
0xc94e1,"Não é nada, só..."
0xc94f7,Acho que já bebi isto em algum lugar antes.
0xc951f,"Não me lembro bem, mas é...\n"
0xc9549,só um pressentimento.
0xc9559,...Entendo.
0xc9563,"A mulher esboça um sorriso pequeno e calmo, então\n"
0xc9590,inclina sua xícara com elegância e a drena.
0xc95bd,"Depois de ver isso, pego a garrafa e ofereço\n"
0xc95f1,na xícara dela vazia.
0xc960b,Hmhm...
0xc9613,"Estava curiosa para saber que tipo de homem você é,\n"
0xc9643,saiba. Fico feliz em ver que é boa companhia\n
0xc9675,companhia.
0xc967e,Hein? Você sabe quem sou?
0xc9696,Nada que acontece nesta estalagem escapa à minha\n
0xc96c4,"atenção. Você virou assunto entre meus funcionários,\n"
0xc96f4,você sabe.
0xc96fe,...Boatos de seus funcionários?
0xc9719,O que ela quer dizer com isso?
0xc9735,"Segundo eles, um homem de grande\n"
0xc9762,"riqueza se mudou, dizem ser especialmente apreciador\n"
0xc9794,de banhos...
0xc97a0,Também sussurram sobre um nugwisomkami ameaçador\n
0xc97cf,que ameaça devorar a cozinha inteira\n
0xc97fe,despensa.
0xc9806,"Espera, espera, para. Isso é definitivamente sobre\n"
0xc9832,"parceiro de quem falam, não de mim."
0xc9859,Realmente não sabia que rumores assim estavam\n
0xc9889,espalhando entre o pessoal.
0xc98a4,"Acho que é natural, quando você considera\n"
0xc98d3,o apetite dela e o tempo que passa banhando...
0xc9903,"Ah, é mesmo? Então você é o companheiro dela,\n"
0xc9930,ou...?
0xc9937,Ou?
0xc993b,"Mm, nada."
0xc9948,"...Não sei por quê, mas agora estou muito curioso\n"
0xc997a,sobre o que ela ia dizer.
0xc999b,"Talvez seja tarde para perguntar agora,\n"
0xc99cd,mas... quem é essa pessoa afinal?
0xc99ed,"Pelo quarto luxuoso, a entrada secreta\n"
0xc9a19,e o fato de estar no andar de cima\n
0xc9a43,chão...
0xc9a4c,A arquitetura incomum é do gosto pessoal\n
0xc9a78,"da proprietária, ao que parece."
0xc9a94,"Só entre nós, a proprietária é de cair o\n"
0xc9ac7,queixo. E tem uma força absurda também.
0xc9af6,Esta mulher deve ser a dona do Hakurokaku\n
0xc9b27,Pousada.
0xc9b2c,O fato de ela dizer 'meus funcionários' e saber\n
0xc9b5b,tudo na estalagem só me deixa mais certo\n
0xc9b8b,disso.
0xc9b94,O que mais me incomoda são as sensações que continuo tendo\n
0xc9bc5,dela...
0xc9bd3,"Ela me lembra alguém, mas quem...?"
0xc9bfa,Tem algo no meu rosto?
0xc9c19,"Ah... D-Desculpe, não."
0xc9c2c,"Droga. Eu estava olhando, não estava?"
0xc9c4b,"Ah, mas que falta de modos da minha parte. Ainda não me apresentei\n"
0xc9c7b,"mesma. Pode me chamar de Karulau, se quiser.\n"
0xc9cac,isso.
0xc9cb1,Karulau... Acho que foi imaginação minha.\n
0xc9cdd,Não conheço ninguém com esse nome.
0xc9cff,Eu sou o Haku.
0xc9d0d,...Haku?
0xc9d16,"É... um nome bem raro, nos dias de hoje."
0xc9d3f,"Bom, parece bem simples e\n"
0xc9d69,chato demais pra mim.
0xc9d76,"Não é um nome daqui, isso pelo menos é\n"
0xc9da7,certo — e os pais evitam usá-lo assim\n
0xc9dd4,terra natal.
0xc9dde,...O que você quer dizer?
0xc9df3,É o nome de um grande e amado owlo naquele\n
0xc9e24,"país. Um nome famoso, que até as crianças\n"
0xc9e53,respeito.
0xc9e5c,Seria como um pai yamatano nomear o\n
0xc9e8d,filho com o nome do próprio Mikado. Um nome além\n
0xc9ebd,posição.
0xc9ec6,"Agora que penso nisso, Kuon disse que\n"
0xc9ef4,ganhei meu nome de uma pessoa famosa...
0xc9f18,Fico pensando por que ela escolheu esse.
0xc9f36,"Essa garota... te deu esse nome, é?"
0xc9f60,"É. Quando ela me achou, eu estava amnésico.\n"
0xc9f8e,"Ficar sem nome seria inconveniente, então ela\n"
0xc9fbd,me deu um.
0xc9fca,...Acho que não tem nenhum motivo para\n
0xc9ff8,esconder. Não faz mal contar pra ela.
0xca01e,É... assim? Suas memórias...\n
0xca040,Deve ser muito difícil pra você.
0xca065,"Bem, acho que..."
0xca076,"Quer dizer, a primeira coisa que lembro é quase\n"
0xca0a5,"ser devorado por um gigiri e um Tatari, nessa\n"
0xca0d7,ordem.
0xca0de,"Achei que estava salvo, mas fui obrigado\n"
0xca10d,andar até minhas pernas travarem de dor...
0xca137,Perdi a conta de quantas vezes disse que não\n
0xca167,seguir adiante.
0xca177,"Parece que você passou por muita coisa,\n"
0xca1a4,então.
0xca1aa,Você parece ter levado uma vida bem diver--\n
0xca1d0,"Ahem, agitada. Você se importaria de\n"
0xca1ff,compartilhar mais detalhes?
0xca215,"Ficar presa num lugar assim o tempo todo,\n"
0xca248,"é difícil encontrar entreten-- ah, histórias do\n"
0xca27a,mundo.
0xca281,"...O jeito que ela fala me irrita um pouco,\n"
0xca2a9,mas tanto faz. Claro.
0xca2bd,"...E depois de dar conta do gigiri, nós\n"
0xca2e9,decidimos seguir juntos para a capital--\n
0xca316,"ops, chega..."
0xca32e,"Karulau acena enquanto conto, reenchendo minha\n"
0xca35f,xícara com precisão impecável conforme fica vazia.
0xca38c,"Durante todo o relato da caçada ao gigiri,\n"
0xca3be,ela vem me mantendo cheio silenciosamente...
0xca3ed,"E na estrada para a capital, é claro, nós\n"
0xca41d,acabamos lutando contra um bando de bandidos e seus\n
0xca44c,chefe.
0xca453,"Sério, por que essas coisas continuam acontecendo\n"
0xca483,pra mim?
0xca48a,Tenho a impressão de que você é exatamente o tipo de homem\n
0xca4b9,que atrai perigo.
0xca4ce,"É um destino raro, mas não inédito. Alguns\n"
0xca4fb,"nascem sob estrelas estranhas, destinados a\n"
0xca52a,levam vidas estranhas.
0xca53a,Estrelas? Destino? Não sei se acredito nisso\n
0xca568,tudo isso...
0xca574,"Você acha que essas coisas são absurdas, não\n"
0xca5a5,pode?
0xca5aa,Mas às vezes é tudo que temos para explicar\n
0xca5d9,o inexplicável. Tenho certeza que você sabe bem disso\n
0xca609,"isso, hm?"
0xca611,Argh. Deixa eu em paz.
0xca628,"Embora... Agora que ela coloca assim,\n"
0xca658,talvez o destino SEJA culpado por como minha vida tem sido\n
0xca688,indo.
0xca68f,"Claro, não é tudo ruim. Má sorte não é\n"
0xca6c1,tudo que se atrai pra você é isso?
0xca6e5,"Também tem facilitado encontros, colocando\n"
0xca715,você nos caminhos daqueles que agora preza...
0xca744,"Uma qualidade invejável, sem dúvida.\n"
0xca767,E um raro mesmo.
0xca777,Minha xícara se enche tão rápido quanto\n
0xca7a2,esvaziado.
0xca7ab,Vocês realmente pensham sho...?
0xca7c9,Urk. O álcool está me afetando.\n
0xca7e9,Não consigo formar minhas palavras direito...
0xca813,"Sshso, onde eu parei...?"
0xca834,Ahh... Mmrgnh. Com sono... Acho que exagerei\n
0xca863,com a bebida cara embora.
0xca882,Algum problema? Você parou de\n
0xca8ac,bebendo.
0xca8b6,Ah... é verdade...
0xca8c5,"Ah, meu. Já dormindo, é?"
0xca8e5,Hm hm. Que expressão inocente quando você\n
0xca913,sono...
0xca91c,Sim...
0xca923,Aquele presente que você carrega é raro demais.
0xca94c,"O mesmo dom, acho, do homem a quem você\n"
0xca97a,seu nome de...
0xca98c,Só o destino poderia tê-los levado a se encontrar.\n
0xca9b8,"Sim, vocês estavam destinados a cruzar o caminho\n"
0xca9e8,caminhos...
0xca9f1,"Tudo em seu devido lugar e tempo,\n"
0xcaa1c,predeterminado pela providência.
0xcaa39,"Que caminhos o destino reserva para você daqui em diante,\n"
0xcaa6b,Será...?
0xcaa78,"Você se tornará um conquistador, mergulhando o mundo\n"
0xcaaa9,em turbulência enquanto você imprudentemente faz suas guerras?
0xcaad8,Ou... talvez você carregue os fardos de\n
0xcab09,"a muitos, e governa com bondade e amor."
0xcab34,Achei que conseguia ouvir uma voz...
0xcab56,"Fazia cócegas nos ouvidos, sussurrando docemente."
0xcab81,Era... macio. Como a cauda de Kuon.
0xcaba4,Ah... Era isso. É... quem ela me lembrava\n
0xcabd4,me de.
0xcabdb,Kuon...
0xcabe3,"Quando acordo, me vejo na minha própria cama."
0xcac0f,...Tudo aquilo era só um sonho?
0xcac2d,Uma garrafa familiar de formato estranho ao\n
0xcac5c,para o jarro de água nega.
0xcc449,Tarde da noite...
0xcc45a,"Kiwru e eu fazemos nossa patrulha pela cidade,\n"
0xcc485,de olho em incêndios e qualquer coisa suspeita\n
0xcc4b7,figuras.
0xcc4c0,"Gah, mas que frio... Trabalhar de graça foi\n"
0xcc4ed,"nunca foi meu copo de chá, especialmente nesse frio."
0xcc51c,Mas esse é o nosso dever! Cabe a nós ajudar\n
0xcc54b,manter a paz pública.
0xcc566,"Você é sério demais, sabia. Tenta falar isso\n"
0xcc596,"pros outros, nas camas quentinhas deles lá\n"
0xcc5c4,na pousada.
0xcc5d0,Não é coincidência Kuon e os outros\n
0xcc5fa,terem nos passado esse trabalho tão convenientemente\n
0xcc622,se isentando.
0xcc638,"Sob o pretexto de ""dividir o trabalho,""\n"
0xcc667,ficamos com as patrulhas e eles ficam com\n
0xcc694,descanso de beleza.
0xcc6a1,"E com esse tempo... Caramba, a gente tá\n"
0xcc6d1,tirou a palha curta nessa.
0xcc6f4,Tá frio mesmo. Só espero que ninguém de nós\n
0xcc722,os bêbados costumeiros desmaient no frio...
0xcc74b,Eu topava uma bebida agora. Teria trazido\n
0xcc778,"saquê, se soubesse que ia ser assim\n"
0xcc7a3,clima.
0xcc7ac,Não pode patrulhar bêbado! Em que estado\n
0xcc7db,você estaria se precisasse agir rápido?\n
0xcc807,atenção?
0xcc812,Kiwru sorri de lado enquanto fala.
0xcc833,Pensa assim: o frio atrapalha\n
0xcc862,"como patrulhamos eficientemente, certo?"
0xcc884,Não seríamos guardas mais eficientes\n
0xcc8b6,se tomássemos uma dose pra aquecer e animar?\n
0xcc8e6,bebidas?
0xcc8ef,Ah...
0xcc8f5,"Então, com base nisso, você deveria\n"
0xcc922,me empresta uma grana.
0xcc935,O quê? Por quê?
0xcc940,Me mandaram sem a carteira.\n
0xcc967,Não é como se eu tivesse escolha.
0xcc985,Haku...
0xcc98d,Para de me olhar assim com essa cara.\n
0xcc9b0,Vamos.
0xcc9b9,"Tudo bem. Também tô com um pouco de fome, então\n"
0xcc9e8,é só uma bebidinha... Vamos achar um lugar.
0xcca17,"...Sabe o quê, deixa pra lá."
0xcca33,Hein?
0xcca38,"Nngh. Eu sei que fui eu quem sugeriu,\n"
0xcca65,mas agora eu só me sinto patético.
0xcca83,"Vamos continuar patrulhando, então."
0xccaa0,"Nnh. Eu sei que fui eu quem sugeriu,\n"
0xccad1,morder...
0xccad9,"No fim das contas, o frio continua impiedoso\n"
0xccb08,"esteira, deixada pra secar e esquecida."
0xccb2c,"Bem, agora. Tem uma ideia..."
0xccb4a,"Um, Haku? O que você vai fazer com isso?"
0xccb78,Foi então que algo chama minha atenção — uma esteira\n
0xccba6,sabedoria.
0xccbae,O quê? Bom senso é bom senso. É só\n
0xccbdb,como uma capa...
0xccbeb,"Uffa, isso me aquece um pouco."
0xccc0c,"Ei, para de me olhar assim. Tô\n"
0xccc3c,quase morrendo de frio.
0xccc55,"Do jeito que tá, VOCÊ vai ser o que vai\n"
0xccc83,chamar atenção vestido assim.
0xccca8,Sobre o que você tá falando? Um verdadeiro cavalheiro\n
0xcccd7,"faz qualquer coisa funcionar no visual, se usado\n"
0xccd08,com estilo.
0xccd13,...Desisto. Não consigo acompanhar seu\n
0xccd3d,pensamento bem positivo.
0xccd5a,"Você devia trabalhar nisso, então. Pratique\n"
0xccd84,"pensamentos assim todo dia, se conseguir."
0xccdae,É...
0xccdb7,Hum?
0xccdbb,Parem aí! Vocês estão presos!
0xccde2,...O que é tudo isso?
0xccdf6,Parece bandido. Veio dali...\n
0xcce28,Devemos ajudar.
0xcce3d,"Não, não devemos. Todo mundo tem seu posto\n"
0xcce6d,rota de patrulha. Temos que manter a nossa.
0xcce95,mas...
0xcce9c,E se sairmos do posto e algo acontecer\n
0xccece,aqui sem nós? Não podemos sair por aí\n
0xccef6,sem cuidado.
0xccf02,Você... Você tem razão. Melhor patrulhar a\n
0xccf31,área designada. Seria imprudente\n
0xccf61,abandonar.
0xccf6d,Isso mesmo. Não tô tentando me esquivar de\n
0xccf9d,algo chato -- é só mais seguro mesmo.
0xccfcf,"Então, de repente, uma figura parece surgir\n"
0xcd002,do nada enquanto corre em nossa direção pela\n
0xcd032,esquina.
0xcd03a,Uou--
0xcd041,Agh--Quem é você!?
0xcd053,Garota
0xcd058,"Me desculpe, mas pode me ajudar? Estão me\n"
0xcd08a,perseguida por uns caras bem desagradáveis.
0xcd0b1,"Pela voz, parece ser uma mulher--\n"
0xcd0e2,mas ela se esconde nas sombras antes que eu possa ver\n
0xcd112,ver ela.
0xcd11c,Guarda da Capital
0xcd12a,Você aí! Passou alguém suspeito por aqui?\n
0xcd15a,aqui agora?
0xcd169,Um grupo de guardas da capital aparece\n
0xcd196,"em seguida, marchando pesado pelas ruas\n"
0xcd1c7,passos.
0xcd1d2,"Ela disse que estava sendo seguida por ""gente\n"
0xcd201,"caras,"" mas são esses daqui, hein...?"
0xcd224,"São definitivamente guardas da Capital, não capangas."
0xcd255,"O que significa... que devia entregá-la a eles,\n"
0xcd284,"certo? Ou... Não, espera."
0xcd29b,"Só tive um vislumbre dela, mas\n"
0xcd2cb,tenho quase certeza que já a vi antes. Ela é...\n
0xcd2fc,essa...
0xcd304,Entendo. Se é o caso...
0xcd321,"Uh, bem--"
0xcd32c,Ninguém de incomum. Por quê? Aconteceu algo?
0xcd35b,Hein...?
0xcd363,Estamos rastreando um suspeito visto fugindo do\n
0xcd392,local de um roubo a armazém. Viram alguém?\n
0xcd3c1,alguma coisa?
0xcd3cb,"Agora que menciona, ouvi uns passos bem\n"
0xcd3f8,"apressados por ali. É tudo que sei,\n"
0xcd427,porém.
0xcd42f,Deve ser nosso ladrão. Não tem como errar\n
0xcd461,né?
0xcd46c,"Mm, bem. Pelo que me lembro, foram por\n"
0xcd49c,sumiu por ali naquela viela.
0xcd4ba,"Certo, então vamos atrás. Obrigado pela\n"
0xcd4e8,"sua ajuda, cidadão."
0xcd502,O guarda vira e corre na direção que\n
0xcd52e,"indicou, aí pausa e se vira para mim."
0xcd55b,"Ah, e cidadão? Se não tiver trabalho, deveria\n"
0xcd58c,visitar o escritório de colocação quando conseguir.
0xcd5b9,O guarda desvia o olhar da esteira de palha\n
0xcd5e5,enrolado em mim.
0xcd5f8,"Eu sei que você tem coisas a dizer, mas eu tenho meus\n"
0xcd628,motivos.
0xcd631,Acho que o tapete não foi uma boa ideia.\n
0xcd65a,A-Acho que te confundiram com um mendigo...
0xcd685,"...É, você tá certo."
0xcd69c,Obrigada. Vocês fizeram um trabalho maravilhoso.
0xcd6c1,Conforme os passos das botas dos guardas vão se\n
0xcd6f1,"afastando, a garota espia de trás do esconderijo,\n"
0xcd722,cauteloso.
0xcd728,Preciso te agradecer direito. Nunca vou esquecer\n
0xcd759,esse favor.
0xcd765,Achei que já tinha visto o rosto dela alguma vez.\n
0xcd790,"Seu nome era... Nosuri, é isso."
0xcd7b3,Fiz a escolha certa afinal. Entregar\n
0xcd7e0,alguém que trabalha conosco aos guardas teria sido\n
0xcd811,terminou mal.
0xcd81e,Não se preocupa. Eu tinha meus motivos.
0xcd84a,Motivos?
0xcd853,"Por 'razões', você não quer dizer...\n"
0xcd87c,Você sabe quem eu sou...?
0xcd892,"Bem, você poderia dizer que sim."
0xcd8ac,Entendo. Você me reconheceu e quis preservar\n
0xcd8dd,minha liberdade... Todo meu esforço não foi em\n
0xcd90e,nenhuma coisa.
0xcd916,"Por engano, Nosuri me olha com\n"
0xcd942,"olhos gratos, tão emocionada que quase perde a voz\n"
0xcd973,oscilando.
0xcd97d,É melhor você sair daqui antes que demore demais.\n
0xcd9ab,Vão voltar.
0xcd9bc,"Sim, vou partir em breve. Mas você..."
0xcd9e2,"Hm. Mesmo na fartura da capital,\n"
0xcda11,há aqueles que vivem nas sombras...
0xcda3c,"Minha missão não estava errada, afinal...!"
0xcda6b,"Viver com tanto brio, mesmo sendo pobre...\n"
0xcda99,"Em prol de pessoas como você, vou me esforçar\n"
0xcdaca,e ainda mais difícil.
0xcdad6,Nosuri derrama uma lágrima dramática e tira uma\n
0xcdb06,uma bolsa pequena do bolso.
0xcdb21,"Toma, amigo. Use isso pra comer algo quente\n"
0xcdb50,nesta noite fria.
0xcdb64,Isto é...
0xcdb6f,A bolsa parece pesada por alguma razão.
0xcdb94,"Não precisa falar nada, senhor. Eu sei. Mesmo na\n"
0xcdbc3,"na própria cidade do Mikado, os desamparados do mundo\n"
0xcdbf3,aguentar...
0xcdbfd,"Cuide-se pra não pegar resfriado com esse tempo, senhor.\n"
0xcdc2d,Fique bem!
0xcdc36,"Então, com agilidade surpreendente, Nosuri salta\n"
0xcdc67,corre para a noite.
0xcdc82,Por que a bolsa?
0xcdc97,Nenhuma ideia. Parece pesada.
0xcdcad,Afrouxo os cordões da bolsa e encontro... dinheiro.\n
0xcdce0,MUITO dinheiro. A bolsa está cheia até transbordar.
0xcdd10,"...Ãh. Então ela era uma bandida, certo? Foragida?\n"
0xcdd41,Tá certo deixar ela assim impune?
0xcdd6d,Sim. Tenho meus motivos.
0xcdd88,"Oshtor sabe dela, então deve estar tudo\n"
0xcddb8,Tá.
0xcddbe,"I-Irmão sabe dela...? Tá bom então,\n"
0xcddec,mas o que você vai fazer com tudo isso?
0xcde14,Olho para a bolsa aberta nas minhas mãos.\n
0xcde3f,É... realmente não é pouco. Isso é uma\n
0xcde6e,monte de dinheiro.
0xcde7f,Não é aquele... dinheiro roubado no assalto?
0xcdeae,Duvido que fique bem se a gente ficar com\n
0xcdedb,quando a guarda voltar...
0xcdef8,"...Nesse caso, deixo nos seus cuidados,\n"
0xcdf27,Kiwru.
0xcdf2e,Hein? N-Não! Não posso ser vista com isso; vou ser\n
