offset,text_en,byte_budget
STR_DIALOGS_TOWN_AC_D2_2_GRUPER_2,"Come on, let's not dwell on things.",35
STR_DIALOGS_TOWN_AC_D2_3_MAKEREL_1,"Yes..._100_ this..._100_ Soldier, Brigard sent us to find you.",62
STR_DIALOGS_TOWN_AC_D2_3_GRUPER_2,What have you done now?,23
STR_DIALOGS_TOWN_AC_D2_4_MAKEREL_1,"It's none of our business, Gruper. I think the less we know, the better...",74
STR_DIALOGS_TOWN_AC_D2_5_GRUPER_1,"Well, we've already told you. Brigard is waiting for you at Zarga Marquee.",74
STR_DIALOGS_TOWN_AC_D2_6_MAKEREL_1,"Gruper, get a move on, this issue is still going to affect us.",62
STR_DIALOGS_TOWN_AC_D2_6_GRUPER_1,"Take care, soldier. We're off.",30
STR_DIALOGS_TOWN_AC_D3_JIVAN_1,"I hope I'm not the first to welcome you to Hafin, soldier.",58
STR_DIALOGS_TOWN_AC_D3_JIVAN_2,"Yes, I know what you must be thinking._100_ ""Why is there a city in the afterlife?""_100_ Indeed, all of Terragaya's inhabitants perished at some point, then our souls were ""rescued"" by the Valkyries.",199
STR_DIALOGS_TOWN_AC_D3_JIVAN_3,"I'm sure you think you must fulfil your mission. That is normal. After all, they are the ones who brought you here.",115
STR_DIALOGS_TOWN_AC_D3_JIVAN_4,"But you know what? We are still the masters of our own destiny. What did they promise you? Glory and unimaginable powers if you place yourself in the service of the Gods? I don't believe in such a fate, I've always viewed their mission as a way of helping us make sense of our existence after death, to give us a purpose of sorts.",330
STR_DIALOGS_TOWN_AC_D3_JIVAN_5,"But, honestly, is that what we are to die for? To become embroiled in more war and suffering?",93
STR_DIALOGS_TOWN_AC_D3_JIVAN_6,I founded this city to be a point of union between all the species that inhabit the universe who are looking for a peaceful eternal life without conflict.,154
STR_DIALOGS_TOWN_AC_D3_JIVAN_7,"I shan't keep you much longer. The fact that you are still in your armour speaks for itself, but know that, if you change your mind, there is always a home for you in Hafin.",173
STR_DIALOGS_TOWN_AC_D3_2_JIVAN_1,Best not keep your general waiting.,35
STR_DIALOGS_TOWN_AC_D4_BRIGARD_1,"Soldier, I know you have not had time to rest, but there is something that worries me and that I would like to ask you.",119
STR_DIALOGS_TOWN_AC_D4_BRIGARD_2,"Captain Adamont has been sent on a mission to the Sibuna Desert, west of the sanctuary where these Valkyries brought us.",120
STR_DIALOGS_TOWN_AC_D4_BRIGARD_3,It has been quite a while since I heard anything from them. Not even Euder's explorers can find him and several of them have even disappeared.,142
STR_DIALOGS_TOWN_AC_D4_BRIGARD_4,"Under normal circumstances, I would not ask this of a private, but you have shown courage in the past and I cannot leave my post while I coordinate the search for the Guardian.",176
STR_DIALOGS_TOWN_AC_D4_BRIGARD_5,Head to the desert lands of Sibuna and return with what you have discovered.,76
STR_DIALOGS_TOWN_AC_D4_BRIGARD_6,"Survival is not an option, it's an order.",41
STR_DIALOGS_TOWN_AC_D5_BALOF_1,What do you think of the city?,30
STR_DIALOGS_TOWN_AC_D5_BALOF_2,"You're just in time, I just found it. Turns out we've been using it as a tablecloth for a couple of days...",107
STR_DIALOGS_TOWN_AC_D5_BALOF_3,"It's true what they say, the best hiding place is right under your nose.",72
STR_DIALOGS_TOWN_AC_D5_BALOF_4,Here you are. All yours!,24
STR_DIALOGS_TOWN_AC_D6_BALOF_1,"With it, you can jump again while jumping! You can't get much better than that.",79
STR_DIALOGS_TOWN_AC_D6_BALOF_2,"By the way... your tent fabric is very thin, so I couldn't (nor did I want to) avoid hearing your conversation with that serious fellow with the sword.",151
STR_DIALOGS_TOWN_AC_D6_BALOF_3,"I must say, to reach the Sibuna Desert you'll need to take a huge detour from here. It's a very long journey that will probably end in death and despair.",153
STR_DIALOGS_TOWN_AC_D6_BALOF_4,"But don't worry, there is a way to drastically shorten the trip so much so that even I could make it there, even though I don't like the desert. The heat there makes me smell like bacon and attracts vultures, you know?",218
STR_DIALOGS_TOWN_AC_D6_BALOF_5,"Speak with Gartua, the engineer. You will find him at Hafin's entrance, up the steps. It's unlikely he'll listen to you, but just tell him who you are and what you did for me and he'll help you. That Dwarf owes me more than one favour and I can use it to help you.",264
STR_DIALOGS_TOWN_AC_D6_GARTUA_1,"One moment, please. Almost got it...",36
STR_DIALOGS_TOWN_AC_D7_GARTUA_1,"There.
I hope this is important; I hate my work being interrupted. Of course, I hate many things...
I will turn a blind eye. What's this about?",143
STR_DIALOGS_TOWN_AC_D7_GARTUA_2,Balof?_100_ Balof sent you...?,30
STR_DIALOGS_TOWN_AC_D7_GARTUA_3,Wait..._300_ Don't tell me you're that soldier he's been talking so much about!,79
STR_DIALOGS_TOWN_AC_D7_GARTUA_4,"You're a lot smaller than I was expecting, to be honest...",58
STR_DIALOGS_TOWN_AC_D7_GARTUA_5,"Anyway, I understand he's in your debt. And I'm in his debt. If it weren't for the parts Balof brings us, this cannon would still be a mere blueprint, so I'll tend to your request.",180
STR_DIALOGS_TOWN_AC_D7_GARTUA_6,"Let's see..._100_ The place you're heading to is quite inaccessible at the moment, but if I built a lift at the entrance to the Spider Lair, you could easily climb the hill.",173
STR_DIALOGS_TOWN_AC_D7_GARTUA_7,Shall we get to work?,21
STR_DIALOGS_TOWN_AC_D8_GARTUA_1,Kraaath!,8
STR_DIALOGS_TOWN_AC_D8_GARTUA_2,Leave that. We have some freebies to take care of. We'll continue later.,72
STR_DIALOGS_TOWN_AC_D9_GARTUA_1,Head over there later. Something like this won't take us long.,62
STR_DIALOGS_TOWN_AC_D10_BRIGARD_1,I knew you'd arrive without issues.,35
STR_DIALOGS_TOWN_AC_D11_BRIGARD_1,Have you seen this? All of these people have lived here for millennia. Without conflict... without dying...,107
STR_DIALOGS_TOWN_AC_D11_BRIGARD_2,I'd never have imagined a place like this.,42
STR_DIALOGS_TOWN_AC_D12_BRIGARD_1,"But, as idyllic as it seems, we cannot remain here. Zarga needs us.",67
STR_DIALOGS_TOWN_AC_D12_BRIGARD_2,"Hafin City will host us, for now. I have spoken with their overseer and they have allowed us to set up a makeshift camp while we organise; they have even helped us build it.",173
STR_DIALOGS_TOWN_AC_D12_BRIGARD_3,I recommend wandering around and getting to know its people and businesses.,75
STR_DIALOGS_TOWN_AC_D12_BRIGARD_4,You also have the other captains at your disposal. Get to know them if you haven't already. We are going to spend some time here coordinating the search for the so-called Guardian.,180
STR_DIALOGS_TOWN_AC_D12_BRIGARD_5,We shall speak later.,21
