offset,text_en,byte_budget
STR_DIALOGS_AF_D18_CROMACHIEF_1,"It's alright, he's not one of those pirates. He's with me. He's called Human.",77
STR_DIALOGS_AF_D18_CROMAMINIONB_2,Commander...,12
STR_DIALOGS_AF_D19_CROMACHIEF_1,"I know what you're thinking. I know they don't look much, but they've proven themselves to be a fierce ally, believe me.",120
STR_DIALOGS_AF_D19_CROMAMINIONB_2,"That's not what I was going to say, Commander. I'm sorry that they were able to take over the Module so easily.",111
STR_DIALOGS_AF_D19_CROMAMINIONB_3,It must have been hard resorting to help from such a primitive race.,68
STR_DIALOGS_AF_D19_CROMACHIEF_4,No need to apologise. The spineless attack carried on us by those vermin took us all by complete surprise.,106
STR_DIALOGS_AF_D19_CROMAMINIONB_5,"You've arrived just in time. We've retreated to this point to launch a surprise counterattack, but those birds are sharp-witted. They surrounded us and blocked off the air ducts. We thought we wouldn't survive to tell the tale.",227
STR_DIALOGS_AF_D19_CROMACHIEF_6,You know the circumstances our species find itself in. It is imperative that we survive at all costs.,101
STR_DIALOGS_AF_D19_CROMAMINIONB_7,"The one who appears to be their leader is on the rear deck. I don't know what he's been doing, but he seems to be plotting something.",133
STR_DIALOGS_AF_D19_CROMACHIEF_8,"We will not let him escape, but I need you all to get to safety first.",70
STR_DIALOGS_AF_D20_BIRK_1,"So, you're still here...",24
STR_DIALOGS_AF_D20_BIRK_2,Didn't I tell you it was dangerous to stay on this piece of junk?,65
STR_DIALOGS_AF_D20_BIRK_3,"The party's over. We've already taken everything of value to us, so I don't plan on staying another minute on this trash heap.",126
STR_DIALOGS_AF_D20_BIRK_4,"Although... you've already taken a fair few blows, perhaps I could try out my new energy source on you.",103
STR_DIALOGS_AF_D20_BIRK_5,"Don't take it personally, Human.",32
STR_DIALOGS_AF_D21_BIRK_1,UNLIMITED POWER!,16
STR_DIALOGS_AF_D21_BIRK_2,Our potential will be infinite from now on!,43
STR_DIALOGS_AF_D22_BIRK_1,"Don't be afraid, I'll be quick.",31
STR_DIALOGS_AF_D23_BIRK_1,How can this be?,16
STR_DIALOGS_AF_D23_BIRK_2,How can someone like you defeat the Pirates of the Broken Wing?,63
STR_DIALOGS_AF_D23_BIRK_3,Today was supposed to be the start of our great destiny...,58
STR_DIALOGS_AF_D23_BIRK_4,"Grrr... Your people have earnt a place on our list of enemies. One day we'll pillage and plunder you, just for fun. Enjoy your victory, bumpkin.",144
STR_DIALOGS_AF_D24_EUDER_1,"Have no fear, for the cavalry is here!",38
STR_DIALOGS_AF_D25_EUDER_1,"Never better said, right?",25
STR_DIALOGS_AF_D25_CROMACHIEF_2,What has happened? Where is that vermin?,40
STR_DIALOGS_AF_D25_CROMACHIEF_3,...,3
STR_DIALOGS_AF_D25_CROMACHIEF_4,"I see, he has fled with his tail between his legs. He is lucky that our priority now is to repair our systems.",110
STR_DIALOGS_AF_D25_CROMACHIEF_5,"In the name of the Croma survivors of Floating Module Gamma, we are eternally indebted to the soldiers of Zarga. From now on, your hunt shall be our hunt.",154
STR_DIALOGS_AF_D25_CROMACHIEF_6,"As agreed, you may keep the ray orb.",36
STR_DIALOGS_AF_D26_CROMACHIEF_1,You may keep the electric orb.,30
STR_DIALOGS_AF_D27_EUDER_1,"Gentlemen, gentlemen...",23
STR_DIALOGS_AF_D27_EUDER_2,No need to thank us. Zarga always takes on danger in the name of justice... though celebration is most welcome.,111
STR_DIALOGS_AF_D27_CROMACHIEF_3,"You have done a lot for us. You may use any of our transporters to leave the ship at any time, and you're free to return whenever you like.",139
STR_DIALOGS_AF_D27_EUDER_4,"Thanks for the invitation, but we have a Guardian to find.",58
STR_DIALOGS_AF_D27_CROMACHIEF_5,Guardian?,9
STR_DIALOGS_AF_D27_EUDER_6,Didn't those Valkyries task you with the same mission?,54
STR_DIALOGS_AF_D27_CROMACHIEF_7,"As I said, we came to this world on our Floating Module. There is much about it that we simply do not know.",107
STR_DIALOGS_AF_D27_EUDER_8,"So it seems all of us are the weird ones around here, then.",59
STR_DIALOGS_AF_D28_EUDER_1,Never mind.,11
STR_DIALOGS_AF_D28_EUDER_2,"Soldier, we should head back. While I was flying above this machine, I noticed an interesting area beyond the swamp to the east.",128
STR_DIALOGS_AF_D28_EUDER_3,I'd like to explore it and deliver a full report of our adventures to General Brigard.,86
STR_DIALOGS_AF_D28_EUDER_4,Whad'ya say? Shall we go for one last ride? Promise to get you home in time for dinner!,87
STR_DIALOGS_AF_D29_EUDER_1,Yes! I know I could count on you.,33
STR_DIALOGS_AF_D29_EUDER_2,"Alright, let Irka work his magic.",33
STR_DIALOGS_AF_D30_EUDER_1,"Now, hop on!",12
STR_DIALOGS_AF_D31_CROMACHIEF_1,"Humans, one last thing...",25
STR_DIALOGS_AF_D31_CROMACHIEF_2,The beings you defeated in the city are what brought us here. Be extremely careful; they're more dangerous than you could ever imagine. There are sure to be more out there.,172
STR_DIALOGS_AF_D31_EUDER_3,Of course. We're off; let us know if those pretentious pigeons try to mess with you again. We'd be happy to beat them back again.,129
STR_DIALOGS_AF_D31_CROMACHIEF_4,"Strength, Human.",16
STR_DIALOGS_AF_D31_EUDER_5,Giddy up!,9
STR_DIALOGS_AF_D32_EUDER_1,I can't see much further ahead thanks to the gases in this area. I'm willing to bet there's something around here of use to our search.,135
STR_DIALOGS_AF_D33_EUDER_1,We're about to arrive.,22
STR_DIALOGS_AF_D34_CROMAMINION_1,Str... th... Hum...,19
STR_DIALOGS_AF_D34_CROMAMINION_2,...,3
STR_DIALOGS_AF_D35_CROMAMINION_1,"Pay attention, Human. What you see before you is one of the four generators we need to restart in order to access the control room.",131
STR_DIALOGS_AF_D35_CROMAMINION_2,"In order to insert the <color=OBJ>positively polarised mineral</color> into the generator, we first need to supply it with energy.",130
STR_DIALOGS_AF_D35_CROMAMINION_3,Try to restore power to it by using the <color=OBJ>Electric Orb</color>.,72
STR_DIALOGS_AF_D35_CROMAMINION_4,"Strength, Human. Over and out.",30
