offset,text_en,byte_budget
STR_DIALOGS_PYRAMID_D12_ADAMONT_4,We should carry on with our search. We'll find that Guardian sooner or later.,77
STR_DIALOGS_PYRAMID_D13_ANUBIS_1,"Hah hah hah..._500_ So, that's what's brought you here?",55
STR_DIALOGS_PYRAMID_D13_ADAMONT_2,What's so funny?,16
STR_DIALOGS_PYRAMID_D13_ANUBIS_3,"The tales of this world reach as far and wide as the sun's rays._100_ Of course, choosing to believe in them is another matter entirely.",136
STR_DIALOGS_PYRAMID_D13_ADAMONT_4,"It'd be easier for us to stay here and enjoy your hospitality, right?_100_ When we find you, we'll be sure to thank you in person.",130
STR_DIALOGS_PYRAMID_D13_ANUBIS_5,I am going to great efforts to avoid coming down there and finishing you off with a click of my fingers.,104
STR_DIALOGS_PYRAMID_D13_ANUBIS_6,"You have trespassed into my domain, escaped my prison and killed my pet.",72
STR_DIALOGS_PYRAMID_D13_ANUBIS_7,"You are both beyond forgiveness. The question is... _300_ Now that's you've chosen this path, how will you die here?",116
STR_DIALOGS_PYRAMID_D14_ADAMONT_1,"Don't let his drivel get to you. He just wants to make us doubt ourselves._300_ If he had that sort of power, he would have already used it.",140
STR_DIALOGS_PYRAMID_D14_ADAMONT_2,"YOU HEAR ME, YA BIG POODLE?! IT'S NOT GONNA WORK!",49
STR_DIALOGS_PYRAMID_D14_ADAMONT_3,I don't know where he's hiding but it doesn't look like he can get to us.,73
STR_DIALOGS_PYRAMID_D14_ADAMONT_4,Beware of his tricks.,21
STR_DIALOGS_PYRAMID_D14_ADAMONT_4_CONTINUA,"So, back to the original plan, then?_100_ Divide and conquer._100_ I'll save my men, whatever the cost._300_ We'll get out of here together, you'll see.",152
STR_DIALOGS_PYRAMID_D15_ANUBIS_1,Wretched fools!_500_ Do you have any idea what it'll cost me to get hold of a collection of pets like that again?,113
STR_DIALOGS_PYRAMID_D15_ANUBIS_2,"You won't find what you seek here. Go, turn back now, but do not mistake this act for weakness._300_ A ruler must show fairness and my power is exceeded only by my magnanimity.",176
STR_DIALOGS_PYRAMID_D15_ANUBIS_3,"Leave here at once. If you ever return, I guarantee you won't receive the same compassion.",90
STR_DIALOGS_PYRAMID_D15_ANUBIS_4,NOW!,4
STR_DIALOGS_PYRAMID_D16_ADAMONT_1,"You're back!_500_ You're just full of surprises, aren't you, lad?",65
STR_DIALOGS_PYRAMID_D16_ADAMONT_2,"So, that's it? _300_ He just kicks us out?_500_ He was nothing more than a big phoney?",86
STR_DIALOGS_PYRAMID_D16_ADAMONT_3,ARGGGHHH!,9
STR_DIALOGS_PYRAMID_D16_ADAMONT_4,Breathe...,10
STR_DIALOGS_PYRAMID_D16_ADAMONT_5,"I'd have preferred to make him pay._100_ We'll just have to make do with freedom. Let's get out of here, we have a report to deliver.",133
STR_DIALOGS_PYRAMID_D16_ADAMONT_6,I think I'll add that they should put you in my regiment. What do you say? Bahahah!,83
STR_DIALOGS_PYRAMID_D17_ESFINGE_1,"Congratulations on making it this far. If you wish to live, you will have to correctly answer this question: _300_ What will you lose before leaving this room?",159
STR_DIALOGS_PYRAMID_D18_ESFINGE_1,Incorrect._500_ You will lose everything.,41
STR_DIALOGS_PYRAMID_D19_DARK_AXER_1,Tsk..._500_ I had hoped for a little more resistance. You should thank me for ridding you of such a boring opponent.,116
STR_DIALOGS_PYRAMID_D19_DARK_AXER_2,"You, however..._300_ you look much more entertaining. It's been a while since I last sliced someone up piece by piece, don't disappoint me.",139
STR_DIALOGS_PYRAMID_D20_DARK_AXER_1,"You adapt..._300_ You have that instinct, just as we do...",58
STR_DIALOGS_PYRAMID_D21_ADAMONT_1,"It's you!!!_300_ Be careful, soldier. You narrowly avoided an axe to the head. We can't let our guard down in this situation.",125
STR_DIALOGS_PYRAMID_D21_ADAMONT_2,What do you think that is?_100_ It looks like..._300_ a pair of <color=OBJ>boots</color>?_100_ Why would they leave them in a place like this?,142
STR_DIALOGS_PYRAMID_D21_ADAMONT_3,"I was brought up not to take what wasn't mine, but perhaps we should..._300_ What do you think?",95
STR_DIALOGS_PYRAMID_D1_ANUBIS_5,Say goodbye to the outside world. You belong to me now.,55
