offset,text_en,byte_budget
STR_DIALOGS_TOWN_AAF_D18_MELIAN_1,"Soldier, I'm no captain, but I promise to step up to the task at hand. You won't regret working with me.",104
STR_DIALOGS_TOWN_AAF_D19_JIVAN_1,"I believe the water treatment plant that manages the dam's outflow could be a good place to start the investigation. If you need me, I shall be inside, tending to the others.",174
STR_DIALOGS_TOWN_AAF_D20_MELIAN_1,"Let's go, we've waited long enough.",35
STR_DIALOGS_TOWN_AAF_D21_MELIAN_1,I know what you're thinking.,28
STR_DIALOGS_TOWN_AAF_D21_MELIAN_2,"But I'm tired of being that sullen, patient soldier who spends his whole life moaning about not being something greater.",120
STR_DIALOGS_TOWN_AAF_D21_MELIAN_3,"I want to help, like you do.",28
STR_DIALOGS_TOWN_AAF_D21_MELIAN_4,"Also... While you were up there, with Captain Euder, I went on a mission with General Brigard and the others. We didn't really find anything, but I came across one of those prized energy orbs you have.",201
STR_DIALOGS_TOWN_AAF_D21_MELIAN_5,I understand now... The power they grant you makes you want even more.,70
STR_DIALOGS_TOWN_AAF_D21_MELIAN_6,"So don't worry. Together, we'll be stronger.",44
STR_DIALOGS_TOWN_AAF_D21_MELIAN_7,We should carry on.,19
STR_DIALOGS_TOWN_AAF_D22_FISHCHIEF_1,"Erm... Land-dwellers of Hafin, I know what it looks like, but we have nothing to do with what's happening.",106
STR_DIALOGS_TOWN_AAF_D22_FISHCHIEF_2,Wait a moment... Are you those soldiers that defended the city against the dark plague?,87
STR_DIALOGS_TOWN_AAF_D23_FISHMINION_1,Chief... Perhaps we could...?,29
STR_DIALOGS_TOWN_AAF_D23_FISHCHIEF_2,"Would you be quiet, Baiyu? I can barely hear myself think with your incessant noise.",84
STR_DIALOGS_TOWN_AAF_D23_FISHCHIEF_3,I have a proposal. Perhaps we could help each other.,52
STR_DIALOGS_TOWN_AAF_D24_FISHCHIEF_1,"Baiyu, what species are these specimens exactly?",48
STR_DIALOGS_TOWN_AAF_D24_FISHMINION_2,"Well, I'd say they're either Humans or Elves... Yes... I would say... Humans.",77
STR_DIALOGS_TOWN_AAF_D24_FISHCHIEF_3,Just what I thought. Humans. You've always been my favourites!,62
STR_DIALOGS_TOWN_AAF_D25_FISHCHIEF_1,Where to begin...?,18
STR_DIALOGS_TOWN_AAF_D25_FISHMINION_2,I believe I can show you. That would make things easier.,56
STR_DIALOGS_TOWN_AAF_D25_FISHCHIEF_3,"I think showing you this will help things go smoother. Go on, Baiyu, show them.",79
STR_DIALOGS_TOWN_AAF_D25_FISHMINION_4,Would you mind standing back a little? This will need some space.,65
STR_DIALOGS_TOWN_AAF_D26_FISHCHIEF_1,"Don't worry, he can't break out of those chains.",48
STR_DIALOGS_TOWN_AAF_D26_FISHCHIEF_2,"This creature you see in front of you is our friend, though he doesn't quite look it right now.",95
STR_DIALOGS_TOWN_AAF_D26_FISHCHIEF_3,"And, believe it or not, the one responsible for his condition is the same person who is causing those earthquakes.",114
STR_DIALOGS_TOWN_AAF_D26_FISHMINION_4,"You should reseal him, chief.",29
STR_DIALOGS_TOWN_AAF_D26_FISHCHIEF_5,"Baiyu, do not interrupt me with the obvious statements and do it.",65
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_1,"Now that my assistant has stopped interrupting me, I suppose you'll want to know why he's in that state.",104
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_2,Our people are the victims of a curse put upon us thousands of years before I was born.,87
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_3,"They say that a grand wizard, called Baydral, cursed the entire planet which, for centuries, was in a state of constant war between rival clans over their sea domains.",167
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_4,"This curse meant that if a saltwater Fise came into contact with areas where freshwater was predominant, or vice versa, they would transform into a vacant monster that we call braj.",181
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_5,"The curse ushered in an era of peace that lasted, as far as we know, until our final days on Neptus.",100
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_6,"You can imagine the rest. The water on Terragaya didn't have any effect on us... or at least it didn't until a few weeks ago. Our people began to turn into monsters, one of them being our friend.",195
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_7,"Since then, we've tried to find a way to turn them back and, finally, thanks to our investigation, we've made a completely unexpected discovery.",144
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_8,"Baydral is on Terragaya! When we found out that he was one of Hafin's founders, we travelled here from the Land of the Waterfalls, where many of us Fise settled upon reaching this world.",186
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_9,"Unfortunately, our encounter didn't go as planned. We thought we would meet what our people see as a legend, but what we found... was more of a... a...",151
STR_DIALOGS_TOWN_AAF_D27_FISHMINION_10,A lunatic...,12
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_11,"Have some respect, Baiyu. He may not be what we expected, but he's still a legend in our world.",95
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_12,"Worst of all, despite listening to us, he ignored our petition and locked himself away in this sort of bunker.",110
STR_DIALOGS_TOWN_AAF_D27_FISHMINION_13,Very unpleasant...,18
STR_DIALOGS_TOWN_AAF_D27_FISHCHIEF_14,"Doing this gave us two problems: Firstly, we're not from here, so, surely, no one would give us the key to open this door. Secondly, it looks like the inside is full of freshwater. Even if we could open it, we couldn't go inside without becoming braj.",251
STR_DIALOGS_TOWN_AAF_D28_MELIAN_1,"You've been talking for quite a while now, but we don't really know where you're going with this.",97
STR_DIALOGS_TOWN_AAF_D29_FISHCHIEF_1,"If you can get hold of the treatment plant key, we can ask Baydral to help us and, at the same time, you can find out what's causing these tremors and stop them. It's a win-win.",177
STR_DIALOGS_TOWN_AAF_D29_FISHCHIEF_2,Do you know where he might be?,30
STR_DIALOGS_TOWN_AAF_D29_FISHCHIEF_3,"We know that the city's engineer has a copy of the key but, as we said, they're not going to trust a pair of outsiders like us.",127
STR_DIALOGS_TOWN_AAF_D29_FISHCHIEF_4,"You, on the one hand, helped to defend this city. I'm sure you're in their good books.",86
STR_DIALOGS_TOWN_AAF_D30_MELIAN_1,"Soldier, you've already met that engineer, haven't you?",55
STR_DIALOGS_TOWN_AAF_D30_MELIAN_2,Would you mind going to get the key? I have to make some preparations before we head down there.,96
STR_DIALOGS_TOWN_AAF_D31_FISHCHIEF_1,"Agreed, we will wait for you here.",34
STR_DIALOGS_TOWN_AAF_D32_GARTUA_1,"Woah, you again! Sorry if need our services somewhere else, but we can't go anywhere right now. These earthquakes'll send the cannon crashing down if we don't prop it up. Darn setbacks...",187
STR_DIALOGS_TOWN_AAF_D32_GARTUA_2,You mean to say you're investigating them?,42
STR_DIALOGS_TOWN_AAF_D32_GARTUA_3,"Yeah, sure, take the sewer valve if that's what you want but, please, put a stop to those earthquakes for the good of Hafin.",124
STR_DIALOGS_TOWN_AAF_D33_BALOF_1,My friend! How goes it?,23
STR_DIALOGS_TOWN_AAF_D33_BALOF_2,"Down there, I mean...",21
STR_DIALOGS_TOWN_AAF_D33_BALOF_3,"So, they've tasked you with finding out what's causing those earthquakes? How could you even think of going down there without the help of your best friend?",156
STR_DIALOGS_TOWN_AAF_D33_BALOF_4,Of course I'm talking about myself!,35
STR_DIALOGS_TOWN_AAF_D33_BALOF_5,"Eh? Ah... no... I won't be going there but, luckily for you, I've done lots of work on the treatment plant during my time. You'll need this to clear the way.",157
STR_DIALOGS_TOWN_AAF_D34_BALOF_1,I call them pig bombs. Set them on the ground and they'll run around like a piglet in a swamp. They're so cute... They remind me of little Balofina. They can even climb up walls!,178
STR_DIALOGS_TOWN_AAF_D34_BALOF_2,Try to reach that switch; you'll see...,39
STR_DIALOGS_TOWN_AAF_D35_BALOF_1,I'm sure you didn't see anything like this in that flying fortress. Technology is nothing without imagination!,110
STR_DIALOGS_TOWN_AAF_D35_BALOF_2,"Well that's everything I can do for you right now. Good luck with those earthquakes. To tell ya the truth, I thought it was my gut at first.",140
STR_DIALOGS_TOWN_AAF_D35_BALOF_3,...,3
STR_DIALOGS_TOWN_AAF_D35_BALOF_4,"Huh, well... My wife found it funnier.",38
STR_DIALOGS_TOWN_AAF_D35_BALOF_5,I'm heading back to my shop. We're counting on you!,51
STR_DIALOGS_TOWN_AAF_D43_FISHMINION_1,Chief...,8
STR_DIALOGS_TOWN_AAF_D43_FISHCHIEF_2,There has to be some sort of slot or something around here...,61
STR_DIALOGS_TOWN_AAF_D43_FISHMINION_3,Chief...,8
STR_DIALOGS_TOWN_AAF_D43_FISHCHIEF_4,"Baiyu, I believe our chances of success would increase if you tried to help me. Would you?",90
STR_DIALOGS_TOWN_AAF_D43_FISHMINION_5,"Chief, I think we have company.",31
STR_DIALOGS_TOWN_AAF_D44_FISHCHIEF_1,Huh?,4
STR_DIALOGS_TOWN_AAF_D44_FISHCHIEF_2,Why didn't you tell me earlier?,31
STR_DIALOGS_TOWN_AAF_D44_FISHMINION_3,"Wow, my fault...",16
STR_DIALOGS_TOWN_AAF_D36_FISHCHIEF_1,You're back again._500_ And you have the key!,45
STR_DIALOGS_TOWN_AAF_D36_FISHCHIEF_2,I hope it wasn't too much trouble. That engineer scares me...,61
STR_DIALOGS_TOWN_AAF_D36_FISHCHIEF_3,"Alright, it looks like everything's ready for us to venture into the sewers.",76
STR_DIALOGS_TOWN_AAF_D36_FISHMINION_4,"Chief, the other Human still has returned.",42
STR_DIALOGS_TOWN_AAF_D37_FISHCHIEF_1,"Baiyu, you seem to be brilliant as stating the obvious. I was just getting to that.",83
STR_DIALOGS_TOWN_AAF_D37_FISHMINION_2,Two Humans would increase our chances of surviving down there.,62
STR_DIALOGS_TOWN_AAF_D37_FISHCHIEF_3,Our friend here should be the one to decide that.,49
STR_DIALOGS_TOWN_AAF_D38_FISHCHIEF_1,"What do you think? Your friend still isn't back, but you seem perfectly capable of finding Baydral on your own.",111
STR_DIALOGS_TOWN_AAF_D38_FISHCHIEF_2,"Besides... The longer we wait, the greater the risk that those earthquakes end up causing some sort of disaster.",112
STR_DIALOGS_TOWN_AAF_D39_FISHCHIEF_1,Perfect! Perfect!,17
STR_DIALOGS_TOWN_AAF_D40_FISHCHIEF_1,I told you.,11
STR_DIALOGS_TOWN_AAF_D41_FISHCHIEF_1,"Alright, we can't go in there. Contact with the water will mean we'll end up turning into monsters like our friend.",115
STR_DIALOGS_TOWN_AAF_D41_FISHCHIEF_2,But we won't be leaving you. You'll transport us in these capsules. Hold this a moment.,87
STR_DIALOGS_TOWN_AAF_D42_FISHMINION_1,"Good luck, Human soldier. We'll be near if you need us.",55
