offset,text_en,byte_budget
STR_DIALOGS_SL_D24_WL23_FISHMINION_1,"Of course, they're in Fise.",27
STR_DIALOGS_SL_D25_WL23_FISHCHIEF_1,"It was Baydral, right?",22
STR_DIALOGS_SL_D25_WL23_FISHCHIEF_2,He was there...,15
STR_DIALOGS_SL_D26_WL23_FISHMINION_1,Really? Will he help us? Where is here?,39
STR_DIALOGS_SL_D27_WL23_FISHCHIEF_1,"Baiyu, I don't think he's there anymore.",40
STR_DIALOGS_SL_D28_WL23_FISHCHIEF_1,Really?,7
STR_DIALOGS_SL_D29_WL23_MELIAN_1,Seriously?,10
STR_DIALOGS_SL_D29_WL23_MELIAN_2,I've ended up behind again. I knew I was taking too long.,57
STR_DIALOGS_SL_D29_WL23_MELIAN_3,"Well, I can't complain. It's been exciting, to be honest.",57
STR_DIALOGS_SL_D29_WL23_MELIAN_4,What will you do now without that scientist of yours?,53
STR_DIALOGS_SL_D30_WL23_FISHMINION_1,Chief?,6
STR_DIALOGS_SL_D31_WL23_FISHCHIEF_1,"We have no other choice, Baiyu. We'll stay here to find the cure for the braj and we'll take it to the Land of the Waterfalls.",126
STR_DIALOGS_SL_D31_WL23_FISHCHIEF_2,"I suppose this is “goodbye”, then. Without Baydral, Hafin City is saved. The earthquakes have stopped and the dam will no longer burst.",139
STR_DIALOGS_SL_D31_WL23_MELIAN_3,Will you be alright here?,25
STR_DIALOGS_SL_D31_WL23_FISHCHIEF_4,"We spent so long thinking we were cursed. Once we arrived here, we discovered that Baydral, a legend in our world, had become twisted over the years, a recluse in this place, and that his “magic” was, in reality, science that turned us into horrible monsters.",263
STR_DIALOGS_SL_D31_WL23_FISHCHIEF_5,"It's not what we expected, but we've learnt a lot.",50
STR_DIALOGS_SL_D31_WL23_FISHCHIEF_6,We'll stay here for a while and then Baiyu will take all these discoveries to our home.,87
STR_DIALOGS_SL_D31_WL23_FISHMINION_7,Of course I will...,19
STR_DIALOGS_SL_D31_WL23_FISHCHIEF_8,Thank you for everything. You Humans aren't so bad.,51
STR_DIALOGS_SL_D31_WL23_FISHMINION_9,Thank you both.,15
STR_DIALOGS_SL_D31_WL23_MELIAN_10,"Well, thank you all, I'm feeling more capable by the minute. Take care.",71
STR_DIALOGS_SL_D31_WL23_MELIAN_11,"Hey soldier, how about a race to Hafin? We've got good news to deliver!",71
STR_DIALOGS_SL_D32_UNDERBRIDGE_HAFIN_SOLDIER_1,"I'm sorry, it's not safe to enter Hafin's sewers due to the large number of monsters we've recently discovered there. Please be patient while we investigate.",157
