offset,text_target
0x21a51c,Espera. Melhor ninguém se intrometer\n
0x21a54e,ainda em isso aí.
0x21a561,Espera! Esse brasão só é concedido a\n
0x21a590,aqueles confiados e escolhidos pelo Mikado em pessoa!
0x21a5c0,Imaginei... Não é à toa que o soldado\n
0x21a5eb,mudou de atitude completamente.
0x21a60c,"Haku, quero saber por que você tem algo\n"
0x21a63c,"assim em você, acho!"
0x21a657,"Uh, bem. Isso é..."
0x21a66c,Como vou explicar pra esses caras?
0x21a68f,"Sério, duvido que acreditem em mim mesmo se\n"
0x21a6be,contar tudo pra eles...
0x21a6db,MESTRE HAAAKU!!
0x21a6eb,...Hum?
0x21a6f2,De repente ouço uma voz na distância.
0x21a71b,"Ó, que afortunado acaso nos reunir sobre\n"
0x21a747,terra tão sagrada!
0x21a75d,Essa voz... Não pode ser...
0x21a77a,"Com o coração afundando, viro lentamente."
0x21a7a4,"Ah, como meu coração te saudou!!"
0x21a7c7,"Das profundezas da caverna, uma figura de rosto\n"
0x21a7f8,"O Nugwisomkami avança em nossa direção, o cabelo\n"
0x21a826,desalinhado.
0x21a82d,Quê--!?
0x21a835,"O Nugwisomkami salta à frente, como se fosse\n"
0x21a862,tentando pular em cima da gente--
0x21a880,"Ó axioma da natureza, lançai-vos ante nosso Meshtre\n"
0x21a8b4,fazer uma parede.
0x21a8c4,Afff--!?
0x21a8d0,A figura pálida bate contra uma barreira invisível\n
0x21a8ff,"parede, aí cai no chão."
0x21a91f,Foi por pouco.
0x21a92a,"Mestre, você está bem?"
0x21a942,...Talvez fosse melhor perguntar isso a ele.
0x21a96b,Ó destinos generoshos! Não esperava que vós\n
0x21a99e,explorar estas profundezas fantásticas.
0x21a9c6,"Parece, Meshtre Haku, que os fios do\n"
0x21a9f5,nossos destinos estão entrelaçados eternamente...
0x21aa17,"Por favor, não fale essas coisas perturbadoras com\n"
0x21aa46,um sorriso enorme.
0x21aa54,Avançamos para as ruínas com Maroro à\n
0x21aa84,nosso guia.
0x21aa8f,Ele nos conta que os que já estavam lá vieram como\n
0x21aabf,equipe de reconhecimento enviada por Oshtor para\n
0x21aaf1,era seguro.
0x21aafe,"De qualquer forma, ainda bem que evitamos\n"
0x21ab2d,desse brasão...
0x21ab46,Provavelmente não devia sair mostrando isso\n
0x21ab72,sem um bom motivo.
0x21ab89,"Em verdade, shemelhante empresa me convém MUITO mais\n"
0x21abba,do que o ofício da guerra.
0x21abd1,A emoção de histórish por desshcobrir!\n
0x21abf6,Relíquiash desenterradash! Verdadesh por dizer!\n
0x21ac19,Meu coração de estudioso QUIVERETH!
0x21ac37,Você não é um estudioso. Ainda é só um\n
0x21ac66,aprendiz.
0x21ac74,Argh...
0x21ac7b,"Avançamos pelas cavernas enquanto conversamos,\n"
0x21acab,até chegarmos a uma área onde a vista muda.
0x21acda,Mesmo nossha equipe não chegou além daquele\n
0x21ad08,corredor...
0x21ad17,As orelhas de Kuon se levantam nisso.
0x21ad34,Então quer dizer... somos os primeiros a chegar\n
0x21ad64,essa área?
0x21ad6f,"Sim, exatamente."
0x21ad7d,Nekone.
0x21ad85,"Sim, cara irmã!"
0x21ad97,"Tanto Kuon quanto Nekone avançam, animadas com\n"
0x21adc7,antecipação.
0x21add5,"Ei, ahn... essas garotas não estão agindo meio\n"
0x21ae05,diferente do usual?
0x21ae1b,Ai não... Nekone está indo a um lugar que nunca\n
0x21ae4d,conseguir chegar...
0x21ae5e,Não se vê esse estilo muito. Parece\n
0x21ae88,arquitetonicamente diferente das ruínas perto da capital--\n
0x21aeba,ainda mais nos sítios do oeste?
0x21aed8,"Sim, concordo. Noto algumas diferenças estruturais\n"
0x21af06,paralelos às ruínas da região Kotappo.
0x21af30,"Ah, veja este padrão..."
0x21af53,Parece... a mesma simbologia usada pelo\n
0x21af85,Civilização de Hamyana?
0x21afa2,Exatamente! Mas os locais são tão distantes.\n
0x21afcf,Isso pode indicar alguma troca cultural entre\n
0x21afff,as duas regiões.
0x21b010,Mas considere a área de distribuição.\n
0x21b03d,Quem disse que esta terra não foi colonizada\n
0x21b06e,por migrantes de Hamyana?
0x21b088,...Não faço a menor ideia do que estão\n
0x21b0b4,do que você está falando.
0x21b0c3,Todos nós seguimos os dois enquanto eles\n
0x21b0f1,examinam as paredes e pisos com olhos ávidos.
0x21b11f,Parece que o melhor é deixar este assunto\n
0x21b14e,deixo para esses dois.
0x21b160,É...
0x21b168,Mas essas ruínas...
0x21b17b,Tenho a estranha sensação de já ter estado aqui...?\n
0x21b1af,"Não, deve ser só minha imaginação."
0x21b1d1,Hein...?
0x21b1d9,De repente sinto tontura e agarro minha cabeça\n
0x21b208,instintivamente.
0x21b217,Senhor Haku... Algo o incomoda?
0x21b23c,"Uh, não... Não é nada."
0x21b254,Que... diabo foi isso?
0x21b26f,"Qual é a demora, amor? Vamos, a gente vai\n"
0x21b2a0,deixe você para trás.
0x21b2b2,Já chego em um segundo.
0x21b2c5,"Ah, meus. Parece que chegamos a uma encruzilhada sem volta."
0x21b2f8,Está completamente desabado.
0x21b312,"Logo, nossa investigação chegou ao seu\n"
0x21b33c,morte prematura?
0x21b34c,Não. Creio que deve haver um lugar que ainda\n
0x21b37d,ainda não se foram.
0x21b387,Mas não me lembro de nenhum outro lugar que\n
0x21b3b8,se foram pelo caminho aqui.
0x21b3ce,Descobri que estes tipos de lugares tendem a\n
0x21b3fe,"ter portas escondidas que parecem uma parede,\n"
0x21b42c,ou algo assim.
0x21b442,"Se você olhar com atenção, vai achar frestas\n"
0x21b475,"a parede, ou alguma espécie de marca reveladora..."
0x21b4a6,"Oh! Ali, cara irmã!\n"
0x21b4c5,Tem uma porta ali!
0x21b4e0,Todos olhamos e vemos uma espécie de porta escondida\n
0x21b513,na sombra da parede desabada.
0x21b538,Ugh...!
0x21b540,De novo... Que sensação estranha é essa que\n
0x21b56b,ficando...?
0x21b577,Senhor Haku... Aconteceu algo?\n
0x21b59e,Você parece indisposto...
0x21b5b1,Sem preocupação. Estou bem.
0x21b5c7,Mestre.
0x21b5cf,"Mestre, seria possível que você...?"
0x21b5f0,O que está acontecendo...? Desde que entrei\n
0x21b620,"nessa ruína, algo me incomoda..."
0x21b64a,Não será possível abri-la...
0x21b66c,Tem algum jeito de tentar forçar a entrada\n
0x21b69a,abrir?
0x21b6a0,Está fora de cogitação. Uma porta tão grande\n
0x21b6cf,espessa...
0x21b6d8,Deixa eu tentar.\n
0x21b6fa,Afastem-se agora.
0x21b70b,Jachdwalt?
0x21b716,...AHHH!!
0x21b720,"Pronto. Facil, ne?"
0x21b743,A-A porta...
0x21b752,"Hm, nao ta mal..."
0x21b761,Acho que é a primeira vez que você\n
0x21b78d,"me impressionou sim, Jachdwalt!"
0x21b7af,"Sério mesmo, meu rapaz...?"
0x21b7c4,"Agora ta aberto mesmo, querida irma."
0x21b7e0,Isto é... Nao pode ser...
0x21b7fa,cara irmã?
0x21b807,Eh... nada nao.
0x21b81b,"Argh... Droga, o que está acontecendo comigo?\n"
0x21b845,Agora minha cabeca ta doen do tambem...
0x21f786,capsule01
0x21f791,capsule00_hatch
0x21f7a1,capsule01_hatch_3
0x21f7b3,capsule01_hatch_4
0x21f7c5,light_06
0x21f7ce,light_00
0x21f7d7,light_01
0x21f7e0,light_02
0x21f7e9,light_03
0x21f7f2,light_04
0x21f7fb,light_05
0x21f804,light_07
0x21f811,Parece que algo reveste as paredes...\n
0x21f842,Pra mim ta muito escuro pra ver mesmo.
0x21f867,"Ah, concedei-me apenas um momento mais, e eu\n"
0x21f895,devidamente acenda outra tocha pois.
0x21f8af,...Luzes acesas.
0x21f8bd,Que coisa!?
0x21f8ca,Acendeu...
0x21f8d7,"Espera, o que eu acabei de...?"
0x21f8f1,"Haku, voce acabou de fazer algo?"
0x21f912,"Bem, eu..."
0x21f91d,"A sala pareceu se iluminar ao seu comando,\n"
0x21f94c,Haku.
0x21f952,É só coincidencia mesmo.
0x21f973,"Eu apenas murmurava algo para mim mesmo,\n"
0x21f99f,e as luzes acenderam...
0x21f9bb,Mesmo?
0x21f9c3,Bem... sim.
0x21f9d1,"Nekone, isto é exatamente o que...?"
0x21f9f2,Ah...
0x21f9f8,Isto... deve ser uma necrópole.
0x21fa21,Uma necrópole...?
0x21fa32,"Sim, já encontramos outros como este.\n"
0x21fa5e,Acreditamos que civilizações antigas enterravam\n
0x21fa8d,os mortos daqui.
0x21fa9c,"O que faria deste lugar um cemitério,\n"
0x21fac6,em suma.
0x21fad2,Ngh...!?
0x21fadb,Nao... isto nao é só minha imaginacao...
0x21fb01,Eu lembro deste lugar...
0x21fb1a,...nao é.
0x21fb27,Hein?
0x21fb2c,Este lugar... nao é só um cemitério.
0x21fb4c,"Mas, cara irmã, todas as nossas descobertas concordam.\n"
0x21fb78,Cada um encontrado continha artefatos antigos\n
0x21fba3,restos...
0x21fbae,Eu sei... eu costumava acreditar nisso tambem.
0x21fbd4,mas...
0x21fbdb,Eu... conheco este lugar...?
0x21fbf4,"Quê--!? Todos, se afastem!"
0x21fc10,Isto é...
0x21fc1b,...exatamente igual a antes...
0x21fc3c,Querida Nekone?
0x21fc47,"Hm!? Isto... Todos, vejam aqui."
0x21fc6b,"O que acontece, cara irma?"
0x21fc8c,Tem... alguém aqui dentro.
0x21fcad,Ah!?
0x21fcb2,Minha nossa. Quase parece que o núcleo desta pessoa\n
0x21fce5,ainda vivo.
0x21fcf2,"Sim, mas... Essa pessoa está congelada?\n"
0x21fd17,Não esperava encontrar algo assim.
0x21fd44,Isso é inacreditável. Não há nem mesmo o\n
0x21fd73,sinal de decomposição natural.
0x21fd94,Será que esta pessoa realmente é...?
0x21fdb4,É exatamente o mesmo...
0x21fdcd,Então... isso significa que esta pessoa é...
0x21fdf2,"Haku, o que há?"
0x21fe06,...Haku?
0x21fe0f,Espera! Haku--
0x21fe1c,Iiih!?
0x21fe22,"Rulutieh, recue!"
0x21fe36,"Ah, que friozinho terrível..."
0x21fe51,O quê...?
0x21fe5a,"...Ah, que terrível. Ressuscitado dentre os mortos, então?"
0x21fe82,Impossível. Eu estava certo de que estava morto...
0x21feab,Ah... ah...
0x21fed6,Ahhh... Ghhh...
0x21fee6,Hhhhh...
0x21feef,Hhhhhh...
0x21fef9,Ei...
0x21ff00,Uh... Ah... Aghhh...
0x21ff15,Você está...
0x21ff1f,Ah... Ah... AaaaAUUuUUgghHH...!
0x21ff3f,Quê--!?
0x21ff47,Iiiiih!
0x21ff50,O quê--!? O QUE É aquela coisa!?
0x21ff75,O quê... O quê... O quê...?
0x21ff90,...Hein?
0x21ff98,O que foi... O quê... O quê...?
0x21ffb4,Um Tatari...
0x21ffc0,Como...?
0x21ffc8,Como um Tatari...
0x21ffdc,Mas então... e quanto a Haku...?
0x21fffc,Vem lá! Vocês tão brincando comigo!
0x220023,O que está acontecendo!? O que EXATAMENTE está acontecendo aqui!?
0x220055,"Devo admitir, Haku... Certamente não esperava\n"
0x220088,tais... desenvolvimentos...
0x2200a0,Hee... hee hee hee hee hee...♪
0x2200c1,Haku. O que a gente faz...?
0x2200d9,Ah...! Todos juntos. Eles vão engolir vocês\n
0x22010d,se vocês se perderem!
0x220123,São demais... Precisamos sair daqui\n
0x220153,aqui! Tentar matá-los é perda de tempo!
0x220181,"Kuon, cobre a gente! A gente vai arrombar!"
0x2201ad,"Nekone, Rulutieh! Fiquem perto! Vou usar uma das\n"
0x2201dd,minhas granadas de luz para atordoá-los! Mexam no meu sinal!
0x22020d,"Três, dois, um..."
0x220220,Agora! Corre!
0x22022a,Merda! Eles bloquearam nosso caminho...
0x22024d,Não pareciam ser tão rápidos assim...
0x22027a,E se transformar de pessoa em AQUILO?\n
0x2202a4,Essas coisas estão cheias de surpresas desagradáveis...
0x2202d0,"Kuon, sua bomba vai funcionar de novo!?"
0x2202f2,Não vai adiantar. Com a saída bloqueada\n
0x220320,"assim, a gente também vira comida."
0x22034c,"Hee hee... Bom, amor, o que agora?"
0x22036b,Acho que... a gente não tem escolha a não ser lutar.
0x220394,Não temos escolha. Teremos que abrir caminho\n
0x2203c8,"saindo. Eles não morrem, então não desperdicem\n"
0x2203f7,energia.
0x2203ff,Precisamos achar uma saída e nos mover rápido\n
0x220430,rápido!
