offset,file,text_en,byte_budget
scena/mp4000_ev.dat:0x236172,scena/mp4000_ev.dat,leave Joshua to fend for himself.,34
scena/mp4000_ev.dat:0x236194,scena/mp4000_ev.dat,You're basically saying we should,34
scena/mp4000_ev.dat:0x23626f,scena/mp4000_ev.dat,"C'mon, Dad! Say something!",27
scena/mp4000_ev.dat:0x2362c7,scena/mp4000_ev.dat,I knew this day was bound to come.,35
scena/mp4000_ev.dat:0x2362fa,scena/mp4000_ev.dat,to become my adopted son...,28
scena/mp4000_ev.dat:0x236316,scena/mp4000_ev.dat,"Five years ago, when Joshua agreed",35
scena/mp4000_ev.dat:0x236348,scena/mp4000_ev.dat,...he made me a vow right then and there.,42
scena/mp4000_ev.dat:0x236382,scena/mp4000_ev.dat,A vow?,7
scena/mp4000_ev.dat:0x23639d,scena/mp4000_ev.dat,pose a threat to our family...,31
scena/mp4000_ev.dat:0x2363bc,scena/mp4000_ev.dat,The day his presence would,27
scena/mp4000_ev.dat:0x2363e7,scena/mp4000_ev.dat,head in the form of the Society...,35
scena/mp4000_ev.dat:0x23640a,scena/mp4000_ev.dat,The day his past reared its ugly,33
scena/mp4000_ev.dat:0x23644d,scena/mp4000_ev.dat,...he would then vanish without a trace.,41
scena/mp4000_ev.dat:0x2364ef,scena/mp4000_ev.dat,<W500>...What are you saying?,30
scena/mp4000_ev.dat:0x236531,scena/mp4000_ev.dat,I know how you feel. Trust me.,31
scena/mp4000_ev.dat:0x236560,scena/mp4000_ev.dat,We've lived under the same roof for so long.,45
scena/mp4000_ev.dat:0x23658d,scena/mp4000_ev.dat,"Parting's never easy, even more so with family.",48
scena/mp4000_ev.dat:0x2365dd,scena/mp4000_ev.dat,"he won't cross, no matter what.",32
scena/mp4000_ev.dat:0x2365fd,scena/mp4000_ev.dat,But every man has a line that,30
scena/mp4000_ev.dat:0x2366a2,scena/mp4000_ev.dat,<W400>...So you knew.,22
scena/mp4000_ev.dat:0x23671a,scena/mp4000_ev.dat,that Joshua might leave someday.,33
scena/mp4000_ev.dat:0x23673b,scena/mp4000_ev.dat,<W400>You knew... You knew there was a chance,46
scena/mp4000_ev.dat:0x2367bb,scena/mp4000_ev.dat,<W400>All this time...you knew.,32
scena/mp4000_ev.dat:0x236898,scena/mp4000_ev.dat,I'm sorry.,11
scena/mp4000_ev.dat:0x2368f9,scena/mp4000_ev.dat,"<S5>I hate you, Dad!",21
scena/mp4000_ev.dat:0x2369ca,scena/mp4000_ev.dat,...Sorry you had to see that.,30
scena/mp4000_ev.dat:0x2369fc,scena/mp4000_ev.dat,It's fine.,11
scena/mp4000_ev.dat:0x236a6e,scena/mp4000_ev.dat,You're not going to blame me?,30
scena/mp4000_ev.dat:0x236aac,scena/mp4000_ev.dat,you took me under your wing.,29
scena/mp4000_ev.dat:0x236ac9,scena/mp4000_ev.dat,I also had my share of troubles when,37
scena/mp4000_ev.dat:0x236b03,scena/mp4000_ev.dat,And the same goes for Joshua.,30
scena/mp4000_ev.dat:0x236b21,scena/mp4000_ev.dat,So I can see why you did what you did.,39
scena/mp4000_ev.dat:0x236b57,scena/mp4000_ev.dat,"Yes, you were quite a handful...",33
scena/mp4000_ev.dat:0x236bae,scena/mp4000_ev.dat,I can confidently say one thing.,33
scena/mp4000_ev.dat:0x236bcf,scena/mp4000_ev.dat,"As a woman, however,",21
scena/mp4000_ev.dat:0x236c1c,scena/mp4000_ev.dat,Both you and Joshua...are the absolute worst.,46
scena/mp4000_ev.dat:0x236cf1,scena/mp4000_ev.dat,*Pant* *Huff*,14
scena/mp4000_ev.dat:0x236d9c,scena/mp4000_ev.dat,<W600>He wouldn't.,19
scena/mp4000_ev.dat:0x236dce,scena/mp4000_ev.dat,leave...and never look back.,29
scena/mp4000_ev.dat:0x236deb,scena/mp4000_ev.dat,<W600>There's no way Joshua would just,39
scena/mp4000_ev.dat:0x236e45,scena/mp4000_ev.dat,the best weather for a walk today.,35
scena/mp4000_ev.dat:0x236e68,scena/mp4000_ev.dat,"Whoa, little missy. Not exactly",32
scena/mp4000_ev.dat:0x236ece,scena/mp4000_ev.dat,"home before you get drenched, hm?",34
scena/mp4000_ev.dat:0x236ef0,scena/mp4000_ev.dat,Save yourself the trouble and head,35
scena/mp4000_ev.dat:0x236f9a,scena/mp4000_ev.dat,Yeah. That makes sense.,24
scena/mp4000_ev.dat:0x236fd5,scena/mp4000_ev.dat,Silly me. Joshua didn't leave.,31
scena/mp4000_ev.dat:0x237011,scena/mp4000_ev.dat,He just...went home. Ahead of us.,34
scena/mp4000_ev.dat:0x237050,scena/mp4000_ev.dat,What's that?,13
scena/mp4000_ev.dat:0x23707f,scena/mp4000_ev.dat,"Thanks a bunch, mister!",24
scena/mp4000_ev.dat:0x2370ab,scena/mp4000_ev.dat,"Homeward bound it is, on the double!",37
scena/mp4000_ev.dat:0x23710f,scena/mp4000_ev.dat,"Well, that was weird.",22
scena/mp4000_ev.dat:0x23714c,scena/mp4000_ev.dat,sure I've seen that girl before.,33
scena/mp4000_ev.dat:0x23716d,scena/mp4000_ev.dat,"Hm. Come to think of it, I'm pretty",36
scena/mp4000_ev.dat:0x2371ff,scena/mp4000_ev.dat,helped thwart the coup!,24
scena/mp4000_ev.dat:0x237217,scena/mp4000_ev.dat,Right! She's with the crew that,32
scena/mp4000_ev.dat:0x2373fd,scena/mp4000_ev.dat,Royal Capital Grancel,22
scena/mp4000_ev.dat:0x2374af,scena/mp4000_ev.dat,all day is sooo boring.,24
scena/mp4000_ev.dat:0x2374c7,scena/mp4000_ev.dat,Being stuck on an airship,26
scena/mp4000_ev.dat:0x2374f1,scena/mp4000_ev.dat,them know we're back from our training.,40
scena/mp4000_ev.dat:0x237519,scena/mp4000_ev.dat,Let's head straight for the guild and let,42
scena/mp4000_ev.dat:0x2375b5,scena/mp4000_ev.dat,"O-Oh, sorry...",15
scena/mp4000_ev.dat:0x2375db,scena/mp4000_ev.dat,"Yeah, I guess. We'd better pay Elnan a visit.",46
scena/mp4000_ev.dat:0x237623,scena/mp4000_ev.dat,"Um, are you okay?",18
scena/mp4000_ev.dat:0x237656,scena/mp4000_ev.dat,You seem kinda nervous.,24
scena/mp4000_ev.dat:0x23767d,scena/mp4000_ev.dat,Yeah. I wonder why.,20
scena/mp4000_ev.dat:0x2376a4,scena/mp4000_ev.dat,I didn't feel like this before I went to training.,51
scena/mp4000_ev.dat:0x2376fc,scena/mp4000_ev.dat,senior bracer...makes me feel kinda nervous.,45
scena/mp4000_ev.dat:0x237729,scena/mp4000_ev.dat,But the thought of me being a full-fledged,43
scena/mp4000_ev.dat:0x237769,scena/mp4000_ev.dat,I get it.,10
scena/mp4000_ev.dat:0x237794,scena/mp4000_ev.dat,Well... It's probably gut instinct you're feeling.,51
scena/mp4000_ev.dat:0x2377f0,scena/mp4000_ev.dat,It's...what now?,17
scena/mp4000_ev.dat:0x23782d,scena/mp4000_ev.dat,"last month of training, Estelle.",33
scena/mp4000_ev.dat:0x23784e,scena/mp4000_ev.dat,You've gotten so much stronger in this,39
scena/mp4000_ev.dat:0x23789b,scena/mp4000_ev.dat,"knowledge, caution, judgment, all that stuff.",46
scena/mp4000_ev.dat:0x2378c9,scena/mp4000_ev.dat,I don't mean just physically. I'm talking,42
scena/mp4000_ev.dat:0x237902,scena/mp4000_ev.dat,"organization, bring Joshua back...",35
scena/mp4000_ev.dat:0x237925,scena/mp4000_ev.dat,Now you have to hunt down a mysterious,39
scena/mp4000_ev.dat:0x237976,scena/mp4000_ev.dat,big a burden you're carrying.,30
scena/mp4000_ev.dat:0x237994,scena/mp4000_ev.dat,Maybe it's hitting you now just how,36
scena/mp4000_ev.dat:0x2379df,scena/mp4000_ev.dat,Yeah. I guess you have a point.,32
scena/mp4000_ev.dat:0x237a2b,scena/mp4000_ev.dat,*Sigh* I'm such a dummy.,25
scena/mp4000_ev.dat:0x237a54,scena/mp4000_ev.dat,bother checking the height of the mountain first.,50
scena/mp4000_ev.dat:0x237a86,scena/mp4000_ev.dat,I'm like a mountain climber who didn't even,44
scena/mp4000_ev.dat:0x237ad5,scena/mp4000_ev.dat,climbing it anymore?,21
scena/mp4000_ev.dat:0x237aea,scena/mp4000_ev.dat,"And what, you don't feel like",30
scena/mp4000_ev.dat:0x237b27,scena/mp4000_ev.dat,Heck no! I'm more fired up than ever.,38
scena/mp4000_ev.dat:0x237b70,scena/mp4000_ev.dat,you've gotta climb it one step at a time.,42
scena/mp4000_ev.dat:0x237b9a,scena/mp4000_ev.dat,"No matter how tall the mountain,",33
scena/mp4000_ev.dat:0x237bd4,scena/mp4000_ev.dat,I have to crawl there.,23
scena/mp4000_ev.dat:0x237beb,scena/mp4000_ev.dat,I'll reach the top even if,27
scena/mp4000_ev.dat:0x237c33,scena/mp4000_ev.dat,"Haha, that's the spirit!",25
scena/mp4000_ev.dat:0x237c6d,scena/mp4000_ev.dat,So... How 'bout we go report to the guild now?,47
scena/mp4000_ev.dat:0x237cb7,scena/mp4000_ev.dat,You betcha!,12
scena/mp4000_ev.dat:0x237d48,scena/mp4000_ev.dat,"Well, we'll be headin' off now.",32
scena/mp4000_ev.dat:0x237d78,scena/mp4000_ev.dat,"...Hey, Estelle.",17
scena/mp4000_ev.dat:0x237dab,scena/mp4000_ev.dat,Hm? What's up?,15
scena/mp4000_ev.dat:0x237dc9,scena/mp4000_ev.dat,"to push yourself hard, no doubt.",33
scena/mp4000_ev.dat:0x237dea,scena/mp4000_ev.dat,"Listen, there'll be times when you have",40
scena/mp4000_ev.dat:0x237e22,scena/mp4000_ev.dat,But you're a woman.,20
scena/mp4000_ev.dat:0x237e51,scena/mp4000_ev.dat,And you don't have to keep things all bottled up.,50
scena/mp4000_ev.dat:0x237e83,scena/mp4000_ev.dat,So it's okay to ask for help sometimes.,40
scena/mp4000_ev.dat:0x237edd,scena/mp4000_ev.dat,talk down to me because I'm a girl?!,37
scena/mp4000_ev.dat:0x237f02,scena/mp4000_ev.dat,Wh-What the heck?! You think you can,37
scena/mp4000_ev.dat:0x237f45,scena/mp4000_ev.dat,"No, that's not what I meant.",29
scena/mp4000_ev.dat:0x237f94,scena/mp4000_ev.dat,stubborn over the smallest things.,35
scena/mp4000_ev.dat:0x237fb7,scena/mp4000_ev.dat,Men are stupid. We end up getting,34
scena/mp4000_ev.dat:0x237fe9,scena/mp4000_ev.dat,I'm sure Joshua's just the same.,33
scena/mp4000_ev.dat:0x23800a,scena/mp4000_ev.dat,"I do, your old man does...",27
scena/mp4000_ev.dat:0x238097,scena/mp4000_ev.dat,And we'll never change. We're hopeless.,40
scena/mp4000_ev.dat:0x2380bf,scena/mp4000_ev.dat,We dig our heels in over nothing.,34
scena/mp4000_ev.dat:0x23810c,scena/mp4000_ev.dat,you don't have to make the same mistakes.,42
scena/mp4000_ev.dat:0x238136,scena/mp4000_ev.dat,"I was just tryin' to say that as a woman,",42
scena/mp4000_ev.dat:0x238170,scena/mp4000_ev.dat,And just go at your own pace.,30
scena/mp4000_ev.dat:0x23818e,scena/mp4000_ev.dat,Ask people for help when you need it.,38
scena/mp4000_ev.dat:0x23820b,scena/mp4000_ev.dat,Okay. I'll remember that.,26
scena/mp4000_ev.dat:0x238250,scena/mp4000_ev.dat,"Wow, that was pretty deep...for you.",37
scena/mp4000_ev.dat:0x238293,scena/mp4000_ev.dat,"Yeah, right?! I'm a little surprised, honestly.",48
scena/mp4000_ev.dat:0x2382e8,scena/mp4000_ev.dat,Agate of all people being nice...and to a girl!,48
scena/mp4000_ev.dat:0x238333,scena/mp4000_ev.dat,I don't know what you're talkin' about.,40
scena/mp4000_ev.dat:0x23837a,scena/mp4000_ev.dat,"Hahaha, just teasing!",22
scena/mp4000_ev.dat:0x2383b8,scena/mp4000_ev.dat,...Estelle. Looks like it's goodbye for now.,45
scena/mp4000_ev.dat:0x2383f9,scena/mp4000_ev.dat,"Well, time for us to head off.",31
scena/mp4000_ev.dat:0x238427,scena/mp4000_ev.dat,time together. You've only just got back!,42
scena/mp4000_ev.dat:0x238451,scena/mp4000_ev.dat,Estelle... I wish we could've spent more,41
scena/mp4000_ev.dat:0x23849b,scena/mp4000_ev.dat,"Yeah, me too.",14
scena/mp4000_ev.dat:0x2384b9,scena/mp4000_ev.dat,"Aina is struggling, so...",26
scena/mp4000_ev.dat:0x2384d3,scena/mp4000_ev.dat,"But, oh well. Sounds like",26
scena/mp4000_ev.dat:0x238508,scena/mp4000_ev.dat,Say hi to everyone in Rolent for me!,37
scena/mp4000_ev.dat:0x238544,scena/mp4000_ev.dat,Sure. Will do.,15
scena/mp4000_ev.dat:0x238563,scena/mp4000_ev.dat,Estelle. I know you're doing better now.,41
scena/mp4000_ev.dat:0x2385aa,scena/mp4000_ev.dat,"But just make sure to keep your cool, okay?",44
scena/mp4000_ev.dat:0x2385fe,scena/mp4000_ev.dat,between you and Joshua is far from over.,41
scena/mp4000_ev.dat:0x238627,scena/mp4000_ev.dat,"Estelle, according to my tarot reading, the relationship",57
scena/mp4000_ev.dat:0x238670,scena/mp4000_ev.dat,The bond between you guys is still strong.,43
scena/mp4000_ev.dat:0x23869b,scena/mp4000_ev.dat,So believe in him.,19
scena/mp4000_ev.dat:0x2386f6,scena/mp4000_ev.dat,I'm sure of it.,16
scena/mp4000_ev.dat:0x238706,scena/mp4000_ev.dat,"Eventually, you'll find your way.",34
scena/mp4000_ev.dat:0x238737,scena/mp4000_ev.dat,Okay... If you say so.,23
scena/mp4000_ev.dat:0x238765,scena/mp4000_ev.dat,"Thanks, Schera. That actually helps a lot.",43
scena/mp4000_ev.dat:0x2387f0,scena/mp4000_ev.dat,"Hey, don't make a face like that.",34
scena/mp4000_ev.dat:0x238840,scena/mp4000_ev.dat,You should hold your head high!,32
scena/mp4000_ev.dat:0x238860,scena/mp4000_ev.dat,"You're a senior bracer now, right?",35
scena/mp4000_ev.dat:0x2388d8,scena/mp4000_ev.dat,"...Yeah, you're right.",23
scena/mp4000_ev.dat:0x23891c,scena/mp4000_ev.dat,"Estelle, looks like it's goodbye for now.",42
scena/mp4000_ev.dat:0x2389b4,scena/mp4000_ev.dat,Thanks for joining me during training.,39
scena/mp4000_ev.dat:0x2389eb,scena/mp4000_ev.dat,"Schera asked you to, right?",28
scena/mp4000_ev.dat:0x238a07,scena/mp4000_ev.dat,But you really only came along because,39
scena/mp4000_ev.dat:0x238a59,scena/mp4000_ev.dat,*Gasp* Oh...,13
scena/mp4000_ev.dat:0x238a80,scena/mp4000_ev.dat,"Schera asked you to, right?",28
scena/mp4000_ev.dat:0x238a9c,scena/mp4000_ev.dat,But you really only came along because,39
scena/mp4000_ev.dat:0x238af3,scena/mp4000_ev.dat,*Gasp* Oh...,13
scena/mp4000_ev.dat:0x238b0f,scena/mp4000_ev.dat,"Oops, you got me!",18
scena/mp4000_ev.dat:0x238b3e,scena/mp4000_ev.dat,with someone who didn't know Joshua.,37
scena/mp4000_ev.dat:0x238b63,scena/mp4000_ev.dat,sort out your feelings if you were,35
scena/mp4000_ev.dat:0x238b86,scena/mp4000_ev.dat,We thought you'd find it easier to,35
scena/mp4000_ev.dat:0x238bc0,scena/mp4000_ev.dat,That's why Schera asked me to tag along.,41
scena/mp4000_ev.dat:0x238c07,scena/mp4000_ev.dat,"Haha, I knew it!",17
scena/mp4000_ev.dat:0x238c28,scena/mp4000_ev.dat,"Um, hold on... So much for being discreet!",43
scena/mp4000_ev.dat:0x238c78,scena/mp4000_ev.dat,"Come on, it doesn't really matter anymore.",43
scena/mp4000_ev.dat:0x238cb3,scena/mp4000_ev.dat,"Um, hold on... So much for being discreet!",43
scena/mp4000_ev.dat:0x238d03,scena/mp4000_ev.dat,"Come on, it doesn't really matter anymore.",43
scena/mp4000_ev.dat:0x238d3e,scena/mp4000_ev.dat,"I wanted some training, too.",29
scena/mp4000_ev.dat:0x238d5b,scena/mp4000_ev.dat,"Besides, it's not the only reason I agreed.",44
scena/mp4000_ev.dat:0x238d9a,scena/mp4000_ev.dat,"with you back there, Estelle.",30
scena/mp4000_ev.dat:0x238db8,scena/mp4000_ev.dat,Seriously. I learned a bunch training,38
scena/mp4000_ev.dat:0x238dee,scena/mp4000_ev.dat,"So it helped me, too. Thank you.",33
scena/mp4000_ev.dat:0x238e5a,scena/mp4000_ev.dat,"Also, um, how should I put this...",35
scena/mp4000_ev.dat:0x238ea0,scena/mp4000_ev.dat,"might sound crazy to you, but...",33
scena/mp4000_ev.dat:0x238ec1,scena/mp4000_ev.dat,What I'm about to say,22
scena/mp4000_ev.dat:0x238f0e,scena/mp4000_ev.dat,"Estelle, I think of you as a good friend.",42
scena/mp4000_ev.dat:0x238f5f,scena/mp4000_ev.dat,take things a step further.,28
scena/mp4000_ev.dat:0x238f7b,scena/mp4000_ev.dat,But I'm thinking that I'd like to,34
scena/mp4000_ev.dat:0x23902d,scena/mp4000_ev.dat,"<S5>Wait, WHAT?!",17
scena/mp4000_ev.dat:0x239058,scena/mp4000_ev.dat,you all of a sudden?!,22
scena/mp4000_ev.dat:0x23906e,scena/mp4000_ev.dat,Hooold on... What's gotten into,32
scena/mp4000_ev.dat:0x2390b1,scena/mp4000_ev.dat,"Don't try to stop me, Schera!",30
scena/mp4000_ev.dat:0x2390f8,scena/mp4000_ev.dat,I feel really strongly about this.,35
scena/mp4000_ev.dat:0x239135,scena/mp4000_ev.dat,Y-You feel strongly...?,24
scena/mp4000_ev.dat:0x239190,scena/mp4000_ev.dat,(What the hell is all this about...?),38
scena/mp4000_ev.dat:0x2391f2,scena/mp4000_ev.dat,"older than you, but still.",27
scena/mp4000_ev.dat:0x23920d,scena/mp4000_ev.dat,And I know that I'm two years,30
scena/mp4000_ev.dat:0x239247,scena/mp4000_ev.dat,the closest to me in age.,26
scena/mp4000_ev.dat:0x239261,scena/mp4000_ev.dat,"Among bracers, you're one of",29
scena/mp4000_ev.dat:0x23929a,scena/mp4000_ev.dat,when it comes to things like this...,37
scena/mp4000_ev.dat:0x2392bf,scena/mp4000_ev.dat,"And besides, age doesn't matter",32
scena/mp4000_ev.dat:0x23930a,scena/mp4000_ev.dat,So... What do you say?,23
scena/mp4000_ev.dat:0x23934a,scena/mp4000_ev.dat,"Um, well...",12
scena/mp4000_ev.dat:0x239375,scena/mp4000_ev.dat,all really unexpected!,23
scena/mp4000_ev.dat:0x23938c,scena/mp4000_ev.dat,"I-I'm flattered, but this is",29
scena/mp4000_ev.dat:0x2393ea,scena/mp4000_ev.dat,and all sorts of...other problems...,37
scena/mp4000_ev.dat:0x23940f,scena/mp4000_ev.dat,"And there's Joshua to think about,",35
scena/mp4000_ev.dat:0x239470,scena/mp4000_ev.dat,problems if we became rivals?,30
scena/mp4000_ev.dat:0x23948e,scena/mp4000_ev.dat,Why would there be all sorts of,32
scena/mp4000_ev.dat:0x23956f,scena/mp4000_ev.dat,our fighting skills are evenly matched.,40
scena/mp4000_ev.dat:0x239597,scena/mp4000_ev.dat,Yeah. We're pretty close in age and,36
scena/mp4000_ev.dat:0x2395cb,scena/mp4000_ev.dat,friendly competition so we can both improve.,45
scena/mp4000_ev.dat:0x2395f8,scena/mp4000_ev.dat,I thought it could be good to have some,40
scena/mp4000_ev.dat:0x23962f,scena/mp4000_ev.dat,But...you don't feel the same?,31
scena/mp4000_ev.dat:0x239679,scena/mp4000_ev.dat,Oh... So that's what you meant!,32
scena/mp4000_ev.dat:0x2396bc,scena/mp4000_ev.dat,could've worded that better.,29
scena/mp4000_ev.dat:0x2396d9,scena/mp4000_ev.dat,*Sigh*... You definitely,25
scena/mp4000_ev.dat:0x239702,scena/mp4000_ev.dat,Even I was unsure for a second...,34
scena/mp4000_ev.dat:0x239754,scena/mp4000_ev.dat,Anyway... I like the idea.,27
scena/mp4000_ev.dat:0x239786,scena/mp4000_ev.dat,"I, Estelle Bright, hereby solemnly declare...",46
scena/mp4000_ev.dat:0x2397d0,scena/mp4000_ev.dat,"That I accept you, Anelace, as my official rival!",50
scena/mp4000_ev.dat:0x239877,scena/mp4000_ev.dat,Let's see who can reach,24
scena/mp4000_ev.dat:0x239901,scena/mp4000_ev.dat,Bring it on!,13
scena/mp4000_ev.dat:0x23992e,scena/mp4000_ev.dat,You're not gonna beat me!,26
scena/mp4000_ev.dat:0x239958,scena/mp4000_ev.dat,"Haha, we're in for it now...",29
scena/mp4000_ev.dat:0x2399ab,scena/mp4000_ev.dat,"Looks like we'd better watch our backs, Agate!",47
scena/mp4000_ev.dat:0x2399e9,scena/mp4000_ev.dat,"Hah, ain't that the truth.",27
scena/mp4000_ev.dat:0x239a14,scena/mp4000_ev.dat,kid goin' in guns blazing.,27
scena/mp4000_ev.dat:0x239a2f,scena/mp4000_ev.dat,Nothin' scarier than a,23
scena/mp4000_ev.dat:0x239a55,scena/mp4000_ev.dat,Woman's Voice,14
scena/mp4000_ev.dat:0x239a63,scena/mp4000_ev.dat,bound for Rolent.,18
scena/mp4000_ev.dat:0x239a75,scena/mp4000_ev.dat,"<C1>This is the final boarding call for the Cecilia,",53
scena/mp4000_ev.dat:0x239b14,scena/mp4000_ev.dat,"<C1>All passengers, please board now.",38
scena/mp4000_ev.dat:0x239b4a,scena/mp4000_ev.dat,"Alright, it's time.",20
scena/mp4000_ev.dat:0x239ba1,scena/mp4000_ev.dat,See you guys around.,21
scena/mp4000_ev.dat:0x239bd1,scena/mp4000_ev.dat,"make contact through the guild branches, yeah?",47
scena/mp4000_ev.dat:0x239c00,scena/mp4000_ev.dat,"If any of us have anything to report, let's",44
scena/mp4000_ev.dat:0x239c3b,scena/mp4000_ev.dat,"Okay, will do.",15
scena/mp4000_ev.dat:0x239c6d,scena/mp4000_ev.dat,"See ya! Bye, Agate! Bye, Anelace!",34
scena/mp4000_ev.dat:0x239cb1,scena/mp4000_ev.dat,"Oh, it's time.",15
scena/mp4000_ev.dat:0x239d03,scena/mp4000_ev.dat,"See you later, you two.",24
