offset,text_en,byte_budget
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_1,...,3
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_2,...,3
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_3,"Oh! Sorry, sorry! Have you been stood there long? These writings have me completely absorbed. You can't imagine the magical knowledge these volumes hold. We couldn't even dream of such wisdom back in Zarga.",206
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_4,"And all of it's possible right here, where we stand right now! The amount of energy that flows through Terragaya is immense in comparison.",138
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_5,Hmm?,4
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_6,"Ah... I see. It's not the books that have brought you here, per se. You need to know if there's a way to restore an object's hidden powers.",139
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_7,"Well, I'm sorry to tell you that those types of spells are simply impossible...",79
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_8,...,3
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_9,I'm joking! I was pulling your leg! The look on your face was priceless.,72
STR_DIALOGS_TOWN_AP_D1_SIRFIEL_10,"Luckily for you, it looks like pulling off something like that is Magic 101 in this world. The first book I read already featured several studies on how to perform an “energetic awakening”.",193
STR_DIALOGS_TOWN_AP_D2_SIRFIEL_1,"Right, shall we get started?",28
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_1,"Done! That'll be a thousand gold coins, please.",47
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_2,...,3
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_3,"It's a joke! I'm joking! Oh, aren't you just a gem?",51
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_4,"As your superior, I should be demanding an explanation as to why you're in possession of an element like that, and no, that's not a joke. But I have been keeping track of your achievements under General Brigard's command. He has nothing but praise for you, did you know that? So, I'll trust you. I can only hope you don't get into trouble while Jivan tries to cure our soldiers.",378
STR_DIALOGS_TOWN_AP_D3_SIRFIEL_5,"It's been a pleasure putting this knowledge into practice. If you need something else in the future, don't hesitate to come back.",129
STR_DIALOGS_TOWN_AP_D2_CROMACHIEF_1,You've done it! I knew you would return with the activated orb!,63
STR_DIALOGS_TOWN_AP_D2_CROMACHIEF_2,"Just as the trader said, it emits a huge amount of electrical energy, far more than our magnetic pulses do. This is more than enough energy to activate the transporter.",168
STR_DIALOGS_TOWN_AP_D2_CROMACHIEF_3,"Do you see that beacon on top of our pod? Jump up there. Once you're there, use the orb on the charger's central gemstone. It's an inactive mineral that you can easily recharge to restore the pod's energy.",205
STR_DIALOGS_TOWN_AP_D1_EUDER_1,Just a moment!,14
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_1,"Human, were you spying on us?!",30
STR_DIALOGS_TOWN_AP_D4_EUDER_2,No!_100_ I mean..._100_ yes..._100_ but for good reason.,56
STR_DIALOGS_TOWN_AP_D4_EUDER_3,Soldier! Why didn't you tell me about all this?,47
STR_DIALOGS_TOWN_AP_D4_EUDER_4,I'm bored stiff in this city. I need action!,44
STR_DIALOGS_TOWN_AP_D4_EUDER_5,"No need to ask, I'm in on the plan! Together we are stronger!",61
STR_DIALOGS_TOWN_AP_D4_EUDER_6,Our achievements will go down in history!,41
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_7,"You won't be coming, Humans. Once you activate the transporter for us, we won't have any further need for you.",110
STR_DIALOGS_TOWN_AP_D4_EUDER_8,Do you really think we soldiers of Zarga are going to let you go up there without backup? You clearly don't know us very well.,126
STR_DIALOGS_TOWN_AP_D4_EUDER_9,"Right, soldier?",15
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_10,Are you really willing to risk your lives to help us?,53
STR_DIALOGS_TOWN_AP_D4_EUDER_11,Absolutely! Irka could do with stretching his legs.,51
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_12,"Alright, we appreciate Zarga's bravery.",39
STR_DIALOGS_TOWN_AP_D4_EUDER_13,I've got something to ask in exchange for our help.,51
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_14,"What is it that you need, Human?",32
STR_DIALOGS_TOWN_AP_D4_EUDER_15,"If we pull this off, I want you to let my friend here keep that... sparkly... thing... You know, that ball you lent him.",120
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_16,The spark orb?,14
STR_DIALOGS_TOWN_AP_D4_EUDER_17,"Yes, that.",10
STR_DIALOGS_TOWN_AP_D4_CROMACHIEF_18,I have no problem with that. You may keep it.,45
STR_DIALOGS_TOWN_AP_D4_EUDER_19,Great! When do we leave?,24
STR_DIALOGS_TOWN_AP_D5_CROMACHIEF_1,"Alright, soldier, when you are ready, jump onto the platform and activate the central gemstone.",95
