offset,text_target
AREAS015.DAT:8:58,"[14][02][02]""Hmmm... Deuses, voce diz? Dragao Yorae? [02]Voce esta por sua conta agora... E muito grande para nos, temo dizer."""
AREAS015.DAT:8:59,"[14][03][03]""Dragao...? [02]Hmmm... [0B]Ha um dragao nas planicies, o Dragao da Grama."""
AREAS015.DAT:8:60,"[14][03][03]""Dragao...? [02]Hmmm... [0B]Ha um dragao nas planicies, o Dragao da Grama."""
AREAS015.DAT:8:61,"[14][04][04]""Deuses gemeos? Dragao Yorae? [02]Nao sei do que se trata, [02]mas significa que voce esta lutando contra um inimigo forte, certo?"""
AREAS015.DAT:8:62,"[14][04][04]""Deuses gemeos? Dragao Yorae? [02]Nao sei do que se trata, [02]mas significa que voce esta lutando contra um inimigo forte, certo?"""
AREAS015.DAT:8:63,"""Ouvi que o Chefe [04][02] foi agora para Wyndia... [02]Deve ser ocupado ser chefe..."""
AREAS015.DAT:8:64,"""Por que o Imperio quereria impedir alguem de procurar seu amigo?"""
AREAS015.DAT:8:65,"""Ouvi que o Imperio enviou tropas procurando o Chefe [04][02]... [02]Parece que ele se meteu num apuro de verdade!"""
AREAS015.DAT:8:66,"""Procurando pelo mercador que estava aqui? [02]Ele tentou abrir loja aqui entao o chutei para fora! [02] Isso eh uma hospedaria, nao loja! [02] Entao, quer descansar?""[12][86][0C][93]Descansar[01]Diario[01]Nunca"
AREAS015.DAT:8:67,"""Ei! [02]Nao pise na minha cauda."""
AREAS015.DAT:8:68,"""Foi uma viagem longa e dificil saindo de Synesta... [01][0D][0F][08]bocejaaaaaaa...[0E]"""
AREAS015.DAT:8:69,"[14][01][01]""Huh? O que estou fazendo aqui, voce pergunta? [02]Bem, digamos que eh mais dificil de [02][19]"
AREAS015.DAT:8:108,Super Combo
AREAS015.DAT:8:110,"[14][06][06]""Oi de novo, pessoal![02]Parece que a gente se encontrou de novo![02]Pode ser um lugar diferente,[02]mas eu ainda respondo qualquer pergunta que voces tenham!""[12]"
AREAS015.DAT:8:111,"[14][06][06]""Oi de novo, pessoal![02]Parece que a gente se encontrou de novo![02]Pode ser um lugar diferente,[02]mas eu ainda respondo qualquer pergunta que voces tenham!""[12]"
AREAS015.DAT:8:112,"[14][06][06]""Oi de novo, pessoal![02]Parece que a gente se encontrou de novo![02]Pode ser um lugar diferente,[02]mas eu ainda respondo qualquer pergunta que voces tenham!""[12]"
AREAS015.DAT:8:113,"""Voces criam ataques de combo magico mais fortes conectando magias de uma propriedade a outra![02]Fogo fica mais forte seguido de Vento,[01]Vento por Agua, Agua por Terra, e Terra por Fogo.[02]Testem diferentes combos e vejam qual e o mais forte!""[02][16]v"
AREAS015.DAT:8:114,"""Quanto mais inimigos aparecem,[02]mais facil fica conseguir muitos acertos de combo![02]O numero de acertos tambem aumenta se voces combinam ataques de mesma propriedade!""[02][16]v"
AREAS015.DAT:8:115,"""Se voces combinam ataques que curam ou afetam Status,[02]os efeitos de cada um aumentam tambem![02]Por exemplo, se combinam [05][02][09],[04][06] e [05][02][09]'[04][06],[02]conseguem restaurar HP ao mesmo tempo que aumentam a defesa![02]Que barganha, nao?""[02][16]v"
AREAS015.DAT:8:116,"""Voces viram um [05][02]Wyd[06] ou um [05][02]Drake[06]?[02]Se usam um ataque de Fogo neles, ficam mais poderosos![02]Mas isso tambem significa que se os derrotam, ganham mais EXP![02]Tem outros monstros que ficam mais fortes com certos ataques—[02]vejam se conseguem achar todos!""[02][16]v"
AREAS015.DAT:8:117,"""Ah... Bem, entao, boa sorte!"""
AREAS015.DAT:8:118,"""Que mais voces querem saber?""[12]"
